msoa,centroid_easting,centroid_northing,station,station_easting,station_northing,postcode,station_postcode_distance,distance_to_msoa_centroid
E02000828,534387.7582,176919.4911,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,2.537608543450935
E02000439,519280.1725,190925.714,Edgware,519509.25,191938.25,HA8 7AW,4.493813067112639e-06,1.0375635329180437
E02000557,529269.4907,186572.6818,Archway,529374.5,186814.8333333333,N19 5RQ,2.834501011977434e-06,0.2637101463573273
E02003170,292346.078,56072.9298,Churston (Paignton and Dartmouthway),289435.0,56290.0,TQ5 0LL,2.2127893697348977e-06,2.9107700801296024
E02007111,533414.6503,182840.9551,Old Street Underground,532753.0,182505.0,EC1Y1BE,4.087855020141363e-06,0.7401727859806191
E02000186,528977.2554,183426.3564,Mornington Crescent,529178.0,183363.0,NW1 2JB,2.937090179181159e-06,0.2099305363320014
E02000375,523197.5767,180234.527899999,Shepherd's Bush Market,523191.75,180015.25,W12 8PE,3.1291490579858246e-06,0.21927003512088197
E02005173,558340.9162,138256.929300001,Tunbridge Wells West (Spa Valleyway),557790.0,138458.5,TN4 8HL,1.0753474437173328e-05,0.5850406550913471
E02006853,537498.4771,179542.0175,South ,537795.0,179769.0,E14 9EN,7.30250417704942e-06,0.3726284155094939
E02003164,288834.9652,62189.8309000004,Paignton (Paignton and Dartmouthway),288958.5,60601.0,TQ4 5EF,6.8093058504466684e-06,1.5933220447682013
E02000028,526195.7617,195585.655099999,High Barnet,525021.5,196172.75,EN5 5RP,3.8462375574283466e-06,1.3096577891679033
E02006993,539885.0837,179307.157400001,IFS Cloud Greenwich Peninsula,539487.0,179774.5,SE100FR,2.8011342542585705e-06,0.6130105496405469
E02000138,537991.675,169507.776799999,Beckenham Junction Tram ,537372.5,169808.0,BR3 1HL,6.145412565856651e-06,0.6864214110201567
E02006995,538107.0879,185055.1823,Stratford International DLR,538136.3333333334,184833.0,E15 2ER,1.386574404656448e-05,0.2239947057303113
E02000849,528706.4219,164841.0394,Beddington Lane Tram ,529379.5,167210.0,CR0 4TF,1.5245423744997925e-05,2.4612225729690063
E02000567,532698.6346,184736.149599999,Highbury & Islington Underground,531615.0,184755.0,N5  1RE,2.3780560958452963e-06,1.080535763592546
E02000212,531407.9494,166567.3226,Waddon Marsh Tram ,531045.0,165949.0,CR9 4PB,8.882660721675708e-06,0.7161769313022122
E02000685,534847.911,171730.775,Beckenham Road Tram ,536177.5,169639.5,BR3 4RR,9.148919084552374e-06,2.4754372446574706
E02000266,513888.1184,180110.5331,Boston Manor,516394.5,178752.5,TW8 9LQ,9.528845951615699e-07,2.844036637501172
E02000174,529356.0627,185008.445900001,Kentish Town Underground,529010.0,185129.0,NW5 2AA,4.74482283090349e-06,0.3654767507271169
E02000969,525406.3906,181849.7733,Royal Oak,525766.0,181576.0,W2  6ET,1.3071533402762688e-05,0.4510703668716634
E02000733,539383.71,183588.9059,Abbey Road DLR,539082.3333333334,183383.66666666663,E15 3EB,3.286560997188938e-06,0.36379343893538535
E02000031,526495.5423,194160.1763,Totteridge & Whetstone,526118.0,193967.0,N20 9QP,2.906308145652829e-06,0.423026651505885
E02000272,516353.3091,179357.4859,Boston Manor,516394.5,178752.5,TW8 9LQ,9.528845951615699e-07,0.6061646883997537
E02000634,529786.2732,175098.9354,Clapham Common,529427.5,175281.8333333333,SW4 7AJ,1.2838066060831277e-06,0.4017330629665004
E02000210,533840.877,166841.401699999,Blackhorse Lane Tram ,534352.0,166837.5,CR0 6NL,8.779098310957247e-06,0.5095996229826074
E02000011,550251.6554,185065.8462,Dagenham East,550296.5,185030.5,RM108AA,3.1477086502440736e-06,0.05698529776053632
E02006925,542370.1029,189177.4519,Redbridge,541833.5,188364.25,IG4 5DQ,1.0638566540127953e-06,0.9730131495765085
E02000499,511346.3938,187770.4813,Eastcote,511156.25,187620.25,HA5 1RB,6.0132489601955715e-06,0.24184305334531853
E02000983,529451.347,178079.2498,Pimlico,529676.6666666667,178335.3333333333,SW1V2PU,7.0925106888464215e-06,0.3405518987265636
E02000906,536716.1618,189810.8969,Blackhorse Road Underground,535805.0,189380.0,E17 6JL,3.3488880568965913e-06,1.00528253555318
E02000515,505792.3895,181312.1719,Uxbridge,505603.25,184153.0,UB8 1DR,4.0881203351986695e-06,2.846141145298638
E02000649,530030.3051,171376.0352,Tooting Bec,528019.5,172344.375,SW178BX,3.5523431248365467e-06,2.2263430142982092
E02000532,520821.7701,177765.8375,Chiswick Park,520345.1666666666,178703.0,W4  5NF,2.4090598506619272e-06,1.0504904333394258
E02000947,525269.3698,173163.074200001,Southfields,524735.5,173307.0,SW185RJ,1.160340713745356e-05,0.551394833024019
E02000184,529351.1821,183863.882099999,Camden Town,528905.75,183899.0,NW1 8QL,2.4357481685092004e-07,0.44548404107103257
E02000377,522224.8562,179781.4209,Goldhawk Road,523173.0,179606.0,W12 8DD,4.548767801807061e-06,0.9614645169447612
E02000411,534571.7283,189700.346000001,Tottenham Hale Underground,534479.0,189477.0,N17 9NA,1.0142531915172605e-06,0.24162180057759092
E02000563,529968.0525,185477.405999999,Caledonian Road,530570.0,184972.5,N7  9GX,4.873641604420912e-06,0.7841967640757528
E02000225,538395.8477,162753.692399999,King Henry's Drive Tram ,537970.0,162576.0,CR0 0LH,2.3780925459249304e-05,0.4601950887372942
E02000782,543736.4712,185679.657299999,Barking Underground,544421.0,184321.0,IG118TU,1.6689420656426668e-06,1.519950891896317
E02000873,535922.3947,182646.6139,Stepney Green,535620.5,182132.0,E1  4DT,5.91056718788565e-06,0.595943249816288
E02000105,517093.2069,185771.486300001,North Wembley Underground,517659.0,186215.0,HA9 7NT,2.5228373120619067e-06,0.7174397936003208
E02000671,536194.6255,173769.049699999,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,2.8351435946092485
E02003942,206109.6561,66818.7905999999,Bodmin General (Bodmin & Wenfordway),207325.0,66366.0,PL311AQ,1.2815165208026142e-05,1.2931522498664991
E02000904,538363.0213,190393.646400001,Walthamstow Central Underground,537290.0,188980.0,E17 7LS,1.365659982428203e-06,1.7721705854524592
E02000524,506552.6021,177814.674900001,Heathrow Terminals 2 & 3 Underground,507576.8571428572,175792.0,TW6 1HS,5.967938918366391e-06,2.2653669488561374
E02000954,527851.1996,172014.8059,Tooting Bec,528019.5,172344.375,SW178BX,3.5523431248365467e-06,0.36969332867850396
E02000483,553876.0366,187143.765000001,Hornchurch,553949.5,186245.5,RM126LS,3.6277595064156303e-06,0.900811558476138
E02001859,407287.7962,290429.977700001,Jewellery Quarter (Midland Metro ),405992.0,287975.5,B18 6NH,6.6916288470884545e-06,2.7729972218561403
E02000587,525297.4305,179198.155400001,High Street Kensington,525531.5,179559.5,W8  5SF,3.495420433392449e-06,0.43000934958880094
E02000701,528114.536,169416.617900001,Mitcham Tram ,527284.0,168097.0,CR4 4BG,1.020286280666016e-05,1.557386240769272
E02006970,512230.688,179144.220699999,Hounslow West,512188.0,176156.5,TW3 3DJ,9.29845423201724e-06,2.9869789407961704
E02000040,523657.6968,191919.3781,Mill Hill East,524058.5,191452.5,NW7 1BS,1.4568083031165754e-06,0.6144348471908527
E02000957,527704.1037,171079.313899999,Tooting Broadway,527444.5,171455.0,SW170TA,2.980303704794103e-06,0.4561235210869496
E02000251,513582.0064,182079.854599999,Greenford Underground,514795.0,183910.0,UB6 8PU,8.281052895008539e-06,2.1929771675216614
E02000183,528201.1895,184019.471899999,Chalk Farm,528146.0,184408.5,NW3 2BP,5.35588181632602e-06,0.3927512088839601
E02000543,513698.5483,175382.693700001,Hounslow Central,513533.0,175962.5,TW3 4DQ,6.6708310601076115e-06,0.6026670918559754
E02000396,525593.4738,176025.296700001,Parsons Green,525029.25,176687.25,SW6 4DD,7.565482327436909e-06,0.8685563380892085
E02000117,521440.3848,184286.806299999,Harlesden Underground,520925.0,183372.0,NW108PU,5.115517794479961e-06,1.0488820181657166
E02000653,536285.095,178619.497400001,Canada Water Underground,535475.0,179470.0,SE162BY,3.064389464485416e-07,1.172701191456252
E02000813,535355.7543,179463.75,Canada Water Underground,535475.0,179470.0,SE162BY,3.064389464485416e-07,0.11904857094053797
E02000539,515983.6532,176244.601,Osterley,514540.5,177091.25,TW7 4QY,1.752481790181944e-05,1.6694242877477252
E02000815,532300.0325,179171.4989,Elephant & Castle,531950.75,179029.75,SE1 6TQ,1.2655417737978859e-05,0.37593576463664036
E02000363,535579.9072,184824.804199999,Bethnal Green,534989.0,182726.25,E2  0ET,4.876935425999679e-06,2.1787352222503844
E02006392,528429.3125,142937.657199999,Gatwick North Terminal Shuttle,527595.0,141774.0,RH6 0DY,1.6288731054325278e-05,1.4299857588781626
E02000106,521414.5088,185835.0746,Neasden,521438.5,185353.0,NW101PH,1.1497531471375649e-05,0.4824844540399542
E02000631,532184.6864,175648.286599999,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,1.1525633325623035
E02000498,508359.8361,188006.148499999,West Ruislip Underground,508362.0,186802.0,HA4 7DW,1.7447934948152115e-06,1.2037258501189236
E02006941,533796.1386,179905.8257,Bermondsey,534504.5,179455.5,SE164PP,7.4080764800937035e-06,0.8375343212390405
E02000114,522893.0594,184655.422599999,Willesden Green,523426.5,184860.5,NW2 4QT,1.145721800780815e-06,0.569963555379848
E02006895,406578.5385,285807.734300001,Five Ways (Midland Metro ),405850.0,286314.0,B15 1DA,4.93258740523736e-06,0.8853621914686554
E02000704,523262.6416,169102.487500001,Dundonald Road Tram ,524736.0,170243.5,SW193SA,1.0084846552908483e-05,1.8596730507413781
E02000305,531172.5847,193166.479599999,Southgate,529666.75,194277.5,N14 5BH,8.17817311868595e-06,1.8675261463262025
E02000818,532553.8667,178650.9113,Elephant & Castle,531950.75,179029.75,SE1 6TQ,1.2655417737978859e-05,0.7106514731737585
E02000938,522893.0491,174311.284700001,East Putney,524395.0,174874.0,SW152SZ,2.6940350845396986e-06,1.5995682618294926
E02000489,552363.3692,185374.1083,Elm Park,552560.0,185730.5,RM124RW,8.60592020139711e-06,0.4065639365152094
E02006801,531123.112,179703.6613,Lambeth North,531131.5,179454.5,SE1 7XE,7.80156524825823e-06,0.24920129205340702
E02000425,533883.1279,188359.5758,Seven Sisters,533630.5,188914.1,N15 5BT,8.032713870802642e-06,0.6088570824853714
E02001875,406199.1196,288587.1129,Jewellery Quarter (Midland Metro ),405992.0,287975.5,B18 6NH,6.6916288470884545e-06,0.6453291563387071
E02000773,544408.8603,187634.752599999,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,0.9175834314468307
E02000004,551020.1697,186865.345899999,Elm Park,552560.0,185730.5,RM124RW,8.60592020139711e-06,1.9088328876442644
E02000247,513183.8964,182911.1315,Northolt,513232.0,184519.0,UB5 4AA,1.0143584951269727e-06,1.6079991560783309
E02000389,523597.2499,177351.795700001,Barons Court,524128.5,178334.5,W14 9EA,8.046985539645604e-07,1.115967048424489
E02000589,525785.6558,178818.9647,Earl's Court,525482.75,178513.75,SW5 9TW,4.786286931206557e-06,0.4292597093421522
E02000709,524240.5689,168037.3928,Morden,525676.0,168557.25,SM4 5AZ,3.1242104036859157e-06,1.5225141001777445
E02000276,517466.3347,178855.8945,Northfields,517084.0,179163.5,W5  4TY,7.070625864650992e-06,0.4897901516015631
E02000203,532338.4128,168154.922499999,West Croydon Tram ,532209.0,166143.5,CR9 2NZ,7.247392492528249e-06,2.014752373632097
E02000061,525093.2289,187326.072899999,Golders Green,525248.25,187478.0,NW117RN,1.2494329034496404e-05,0.21666844869108326
E02000021,549576.538,183625.346100001,Dagenham Heathway,549031.5,184719.0,RM108QS,8.430810843136661e-06,1.2208050166373
E02007009,538380.9964,175039.8879,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,0.8557542335453331
E02000246,511341.249,183050.8484,Northolt,513232.0,184519.0,UB5 4AA,1.0143584951269727e-06,2.3889614016793375
E02006930,539618.3474,178216.7224,Island Gardens,538257.5,178418.0,E14 3FA,8.801003323088835e-06,1.3715852727301825
E02000361,534960.9755,184967.7796,Bethnal Green,534989.0,182726.25,E2  0ET,4.876935425999679e-06,2.2407518285255255
E02000765,543629.8252,188781.429199999,Gants Hill,543275.9,188442.85,IG2 6UD,2.2628983676719746e-06,0.48887015860609734
E02000796,513133.166,173525.976399999,Hounslow Central,513533.0,175962.5,TW3 4DQ,6.6708310601076115e-06,2.4680416953831923
E02000534,515635.9234,177115.791300001,Osterley,514540.5,177091.25,TW7 4QY,1.752481790181944e-05,1.0924549273168493
E02000219,536170.1851,165491.9649,Coombe Lane Tram ,535228.6666666666,164084.0,CR0 5RF,9.137406059070016e-06,1.6916068583185178
E02000661,539393.4012,175612.230799999,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,1.2917218654752356
E02000670,538141.029,173771.937000001,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,2.0830300428940305
E02000387,524028.8592,177738.2585,Barons Court,524128.5,178334.5,W14 9EA,8.046985539645604e-07,0.6042232285645383
E02000019,547987.606,184014.968900001,Becontree,547622.0,184529.5,RM9 4NU,1.2406033432052827e-05,0.6303957334437604
E02000412,531159.7915,189964.237400001,Turnpike Lane,531506.5,189650.25,N15 3NX,4.841670095241434e-06,0.46692302095458604
E02000935,521749.2448,174329.148600001,East Putney,524395.0,174874.0,SW152SZ,2.6940350845396986e-06,2.693442873849198
E02000585,524352.5494,179522.215299999,Kensington (Olympia) Underground,524350.0,179150.0,W14 0NE,7.781155270559894e-06,0.3720800519409465
E02000679,535880.2626,172381.460899999,Beckenham Road Tram ,536177.5,169639.5,BR3 4RR,9.148919084552374e-06,2.756851131829692
E02000111,517765.9746,184995.6567,Wembley Central Underground,518181.0,185087.0,HA9 7AG,2.4808822417229707e-06,0.4237361607753838
E02000593,525712.4378,178219.059699999,Earl's Court,525482.75,178513.75,SW5 9TW,4.786286931206557e-06,0.3731404950904275
E02000130,535651.5046,170567.5973,Beckenham Road Tram ,536177.5,169639.5,BR3 4RR,9.148919084552374e-06,1.0657394155756192
E02006998,543244.1916,180021.2103,King George V.,543253.5,180130.0,E16 2JF,1.239542216288539e-05,0.10913478890968027
E02000729,540288.5302,183913.3213,Plaistow,540049.75,183310.5,E13 0DY,3.393580919711076e-06,0.6478425347324173
E02000500,509584.5696,187542.6019,Ruislip,509485.5,187024.0,HA4 8LD,3.0190298445070526e-06,0.5277329875225178
E02000974,527089.8964,181276.439300001,Paddington Underground,526704.2,181279.6,W2  1XP,2.9899057228855714e-06,0.38455447379444296
E02000756,544430.151,191224.636399999,Hainault,545065.0,191514.0,IG6 2WZ,1.2311201449232095e-05,0.6958226898015942
E02002985,364981.9997,168592.180199999,Bitton (Avon Valleyway),366990.0,170257.0,BS306HD,7.3473595539483e-06,2.6038850388185946
E02000894,537559.2919,178641.492799999,Mudchute,537921.5,178750.5,E14 3FH,4.572756222894915e-06,0.3771770031164943
E02000958,528775.763,171067.7333,Tooting Broadway,527444.5,171455.0,SW170TA,2.980303704794103e-06,1.3826278813544484
E02006924,542743.2212,187772.0109,Gants Hill,543275.9,188442.85,IG2 6UD,2.2628983676719746e-06,0.8552918992013674
E02000779,543217.5945,186819.5791,Gants Hill,543275.9,188442.85,IG2 6UD,2.2628983676719746e-06,1.6235559671662518
E02000822,532679.4725,178250.048,Elephant & Castle,531950.75,179029.75,SE1 6TQ,1.2655417737978859e-05,1.0655675393236361
E02000308,529266.5893,192262.7476,Arnos Grove,529343.0,192475.5,N11 1BA,7.497529346916105e-06,0.22588643684370655
E02001876,407343.6413,287856.746099999,St Chads (Midland Metro ),406872.0,287398.0,B3  2JN,1.527278707463306e-05,0.6568625911982517
E02000383,524372.4111,178647.604,West Kensington,524596.0,178372.5,W14 9ES,5.518926092734237e-06,0.3540246166397635
E02000408,534090.318,190293.821,Tottenham Hale Underground,534479.0,189477.0,N17 9NA,1.0142531915172605e-06,0.903806936868211
E02007108,533555.5575,184726.965399999,Highbury & Islington Underground,531615.0,184755.0,N5  1RE,2.3780560958452963e-06,1.9349134304917766
E02000759,541064.5028,190411.923800001,South Woodford,540538.25,190072.25,E18 1AG,6.28374788542896e-06,0.6248837780680343
E02000526,521534.3951,178544.0266,Turnham Green,521242.0,178812.5,W4  1LS,4.832006351527881e-06,0.3962698397967267
E02000760,543835.9793,190295.804400001,Fairlop,544922.0,190598.0,IG6 3HD,1.0151784723414922e-05,1.1240016819052054
E02000058,524953.3904,188614.5921,Golders Green,525248.25,187478.0,NW117RN,1.2494329034496404e-05,1.1735895717830322
E02000837,532630.9334,174414.7479,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,1.871626584449433
E02000023,546517.3193,183118.054500001,Upney,545845.0,184262.5,IG119LS,7.560133103708628e-07,1.3259031951324751
E02000420,533188.4571,189151.2106,Seven Sisters,533630.5,188914.1,N15 5BT,8.032713870802642e-06,0.5004250871898249
E02000590,527325.7182,178625.417099999,South Kensington,526864.7,178841.9,SW7 2LT,1.8442042611803835e-06,0.5080557277205944
E02000324,541506.3652,177963.672499999,Pontoon Dock DLR,541185.5,180115.0,E16 2YJ,9.740738837391507e-06,2.174088769218438
E02000265,516342.386,180214.7827,Northfields,517084.0,179163.5,W5  4TY,7.070625864650992e-06,1.2850339555905592
E02000937,527526.872,174491.1304,Clapham South,528806.5,174270.5,SW129DU,4.432898006520459e-06,1.294745319058069
E02000196,531149.755,169407.6132,Therapia Lane Tram ,530298.3333333334,166832.33333333334,CR0 3DD,1.632282062488653e-05,2.7105174370942744
E02005112,608744.4702,127871.683,St Mary's  (RHDR),608739.5,127761.0,TN290SG,9.665754126548407e-06,0.1107209064073548
E02006800,546216.6421,186945.1897,Newbury Park,544948.5,188378.5,IG2 7RN,3.897607390811682e-07,1.910850715252649
E02000050,526432.0002,190622.886299999,Finchley Central,525276.0,190663.0,N3  2SB,1.0467418452833815e-05,1.153238105135941
E02000485,555103.8274,186651.212099999,Upminster Bridge,555088.5,186802.0,RM113XH,7.516427715599498e-06,0.1514871989300585
E02000429,529604.0892,188201.6614,Highgate,528566.8333333333,188155.5,N6  5AA,1.067282682387344e-05,1.0351609805120345
E02000166,528556.1806,186514.727299999,Archway,529374.5,186814.8333333333,N19 5RQ,2.834501011977434e-06,0.869225835343985
E02000708,522787.4638,168013.3103,Morden,525676.0,168557.25,SM4 5AZ,3.1242104036859157e-06,2.9307387490656502
E02000531,517402.8856,177870.1302,Northfields,517084.0,179163.5,W5  4TY,7.070625864650992e-06,1.3314555626649849
E02000207,534409.2828,167431.804400001,Woodside Tram ,534742.0,167128.0,SE254SF,1.6682975601627293e-05,0.4497621249202175
E02003587,459667.9577,91697.5320999995,Smallbrook Junction (Isle of Wight Steamway,457735.0,90765.0,PO334BY,5.464243777340696e-05,2.1411866979073833
E02000945,522264.4575,173452.010199999,Southfields,524735.5,173307.0,SW185RJ,1.160340713745356e-05,2.4679551775176063
E02000192,530994.958,182004.5384,Chancery Lane,531130.8333333333,181611.1666666667,WC1V7PY,3.3293491569863754e-06,0.41590837801140246
E02000248,518580.7571,182520.561699999,Hanger Lane,518530.75,182609.5,W5  1DL,6.442359729464995e-06,0.10193655192678897
E02006882,516953.7913,189376.2094,Kenton Underground,516715.0,188330.0,HA3 0EU,6.110151538816674e-06,1.072543496427214
E02000633,531037.98,175066.201099999,Brixton,531050.5,175425.0,SW9 8HE,4.5967411332692764e-06,0.3588707132141858
E02000644,531221.2333,172468.6939,Balham,528464.875,173207.625,SW129DH,7.251787658469644e-06,2.8457199466131993
E02000095,519185.584,188706.2314,Kingsbury,519351.0,188742.5,NW9 9EG,1.542079463794301e-06,0.16885716468448514
E02000533,519770.2519,177742.013499999,Gunnersbury Underground,519836.0,178394.0,W4  4AN,2.097090446880597e-06,0.6550254149991284
E02000390,524452.346,177231.118799999,Parsons Green,525029.25,176687.25,SW6 4DD,7.565482327436909e-06,0.7915047212153224
E02006999,540918.5789,179989.204299999,Pontoon Dock DLR,541185.5,180115.0,E16 2YJ,9.740738837391507e-06,0.29430458553568173
E02000921,538880.639,186070.304300001,Leyton,538355.0,186068.5,E10 5QB,1.2483695557963257e-05,0.524046290692061
E02000352,532885.7336,186714.4923,Manor House,532051.1428571428,187482.64285714284,N4  1BZ,9.150657595129307e-06,1.1322879860582578
E02001903,408997.0819,284686.746400001,Corporation Street (Midland Metro ),407008.0,286816.5,B2  4PS,3.304993002689657e-06,2.9097297766778376
E02004267,396381.9615,81584.9558000006,Corfe Castle (Swanageway),396200.5,82068.5,BH205EJ,1.057883574589882e-06,0.516275210894607
E02000326,540921.3551,177797.6483,Pontoon Dock DLR,541185.5,180115.0,E16 2YJ,9.740738837391507e-06,2.331217156509758
E02000406,531671.7463,190336.280200001,Wood Green,531010.5,190419.0,N22 5JR,4.033835712247264e-06,0.6644293802200347
E02000884,534252.646,181222.949899999,Aldgate East,533896.6666666667,181347.5,E1  7PQ,3.012429025217714e-06,0.37612418376909956
E02000150,537012.1159,167798.2359,Elmers End,535781.0,168411.0,BR3 5WA,1.4883287049167018e-05,1.371821388726792
E02006972,518552.5177,178088.6928,Gunnersbury Underground,519836.0,178394.0,W4  4AN,2.097090446880597e-06,1.3155232458665476
E02000592,526437.6151,178591.9058,Gloucester Road,526258.0,178837.5,SW7 4SZ,8.222295880185717e-06,0.3038906724997055
E02000323,543812.6908,178139.198100001,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,0.7156969897616919
E02000010,549154.3678,185345.682600001,Dagenham Heathway,549031.5,184719.0,RM108QS,8.430810843136661e-06,0.6382294077561153
E02000185,525774.6515,183780.588400001,Kilburn Park,525365.5,183335.5,NW6 5AD,1.5717500930931523e-06,0.603576509394433
E02000035,525947.149,192913.063999999,Woodside Park,525723.75,192577.5,N12 8SH,1.7575993190854174e-06,0.4026160823317514
E02000732,541737.5999,183628.423699999,Upton Park,541256.6666666667,183789.6666666667,E13 9AT,5.404489797666477e-06,0.5058549136971053
E02000417,528756.967,189272.6358,Highgate,528566.8333333333,188155.5,N6  5AA,1.067282682387344e-05,1.132624552614534
E02000329,545050.6904,177362.452,Woolwich Arsenal DLR,543732.0,178850.66666666666,SE186EU,4.190501308646207e-06,1.9853764299660053
E02000728,542890.8628,184196.771199999,East Ham,542355.75,184231.0,E6  1JD,4.252078110610054e-06,0.5345826622055982
E02000289,530312.9111,196142.203,Oakwood,529330.0,195972.0,N14 4UT,5.10931099443967e-06,0.99458681781842
E02000746,543537.1617,181239.974400001,Cyprus,543324.25,180842.25,E16 2RD,1.7102173602396378e-05,0.4506358107216041
E02000386,524730.9403,177986.264900001,West Kensington,524596.0,178372.5,W14 9ES,5.518926092734237e-06,0.40887193551298856
E02000046,525520.1236,190826.411699999,Finchley Central,525276.0,190663.0,N3  2SB,1.0467418452833815e-05,0.2931062295714679
E02000348,533908.2912,187383.1896,Seven Sisters,533630.5,188914.1,N15 5BT,8.032713870802642e-06,1.5551509343771117
E02000936,524104.6011,174555.2105,East Putney,524395.0,174874.0,SW152SZ,2.6940350845396986e-06,0.4305291142340298
E02000112,518728.209,185159.7481,Wembley Central Underground,518181.0,185087.0,HA9 7AG,2.4808822417229707e-06,0.5503988828334403
E02000706,527360.8298,169000.407299999,Belgrave Walk Tram ,526820.0,168453.66666666666,CR4 4YX,9.911831827794407e-06,0.7677064604879587
E02000444,517756.3721,190065.4355,Queensbury,518833.5,189757.5,HA8 5NP,7.292468872009466e-06,1.1172039340953615
E02007109,533533.3917,184273.1896,Old Street Underground,532753.0,182505.0,EC1Y1BE,4.087855020141363e-06,1.9310199988837353
E02000941,526249.5425,174066.0173,Southfields,524735.5,173307.0,SW185RJ,1.160340713745356e-05,1.6893856067717201
E02000256,517001.0915,181030.9811,Ealing Broadway Underground,517958.0,180933.0,W5  2NU,9.85656825800457e-07,0.9590950187384102
E02001867,407064.8139,289290.560900001,Jewellery Quarter (Midland Metro ),405992.0,287975.5,B18 6NH,6.6916288470884545e-06,1.6948354054622106
E02000391,525607.7017,176878.0822,Fulham Broadway,525411.5,177225.0,SW6 1DJ,1.9124783126981347e-06,0.3981731996043622
E02000175,525477.4776,184957.023600001,West Hampstead Underground,525532.0,184640.5,NW6 2LS,1.286512907729426e-06,0.32104026886680154
E02000695,528500.3929,170313.752900001,Tooting Broadway,527444.5,171455.0,SW170TA,2.980303704794103e-06,1.5524192306074112
E02000734,540020.6115,183581.2377,Plaistow,540049.75,183310.5,E13 0DY,3.393580919711076e-06,0.272176706641484
E02000962,526647.2479,182688.0658,St John's Wood,526744.0,183316.0,NW8 6DN,3.040314725725395e-06,0.6350403794749281
E02000722,539695.7201,184698.8862,Stratford High Street,538752.75,184027.75,E15 3BF,5.217593911978146e-06,1.1548362378165045
E02000739,540522.2231,182899.914799999,Plaistow,540049.75,183310.5,E13 0DY,3.393580919711076e-06,0.6247897856384931
E02005048,628591.2425,148949.692,Eythorne (East Kentway),628141.5,149523.5,CT154AX,1.385846881674452e-05,0.727837361845606
E02000544,514650.8725,175043.837300001,Hounslow East,514233.5,176202.0,TW3 4AB,9.025968149544486e-06,1.2303184013546218
E02000347,533098.7007,187456.9955,Manor House,532051.1428571428,187482.64285714284,N4  1BZ,9.150657595129307e-06,1.0447160913027516
E02000222,532994.6186,163902.107899999,Lloyd Park Tram ,533655.5,164541.5,CR2 7HL,1.5947368446852362e-05,0.9178938704824525
E02000286,531692.1748,197056.1567,Oakwood,529330.0,195972.0,N14 4UT,5.10931099443967e-06,2.592292317084324
E02000741,541249.7062,182735.1657,Upton Park,541256.6666666667,183789.6666666667,E13 9AT,5.404489797666477e-06,1.0540517560562221
E02000666,537184.297,174849.3255,Lewisham,538121.0,175855.75,SE135FS,7.481100338382185e-06,1.3725446968493253
E02000122,523410.1726,183864.054300001,Willesden Green,523426.5,184860.5,NW2 4QT,1.145721800780815e-06,0.9961873035427299
E02006390,527494.7687,143909.5571,Gatwick North Terminal Shuttle,527595.0,141774.0,RH6 0DY,1.6288731054325278e-05,2.1371832869249827
E02000226,534889.0948,162644.2981,Coombe Lane Tram ,535228.6666666666,164084.0,CR0 5RF,9.137406059070016e-06,1.4783721986369123
E02000687,535887.4857,171486.232999999,Beckenham Road Tram ,536177.5,169639.5,BR3 4RR,9.148919084552374e-06,1.8685237101433074
E02000793,514034.777,174046.0266,Hounslow Central,513533.0,175962.5,TW3 4DQ,6.6708310601076115e-06,1.98010858810992
E02000916,536763.5978,187435.3498,Walthamstow Central Underground,537290.0,188980.0,E17 7LS,1.365659982428203e-06,1.6306561971813847
E02007113,538343.4078,180579.4056,Blackwall,538412.0,180671.5,E14 9QE,1.0447989413385039e-05,0.11466758943575868
E02000510,507266.7451,182802.0614,Uxbridge,505603.25,184153.0,UB8 1DR,4.0881203351986695e-06,2.1389838141668354
E02000982,528681.5582,178253.7465,Sloane Square,528085.75,178650.25,SW1W8BB,1.6556338399324665e-06,0.71415261391939
E02000228,533512.9525,161839.5408,Lloyd Park Tram ,533655.5,164541.5,CR2 7HL,1.5947368446852362e-05,2.7046224730251187
E02000030,523162.7971,195530.5262,High Barnet,525021.5,196172.75,EN5 5RP,3.8462375574283466e-06,1.9611038252681035
E02000889,534486.2061,180638.7063,Shadwell DLR,535002.6666666666,180977.66666666663,E1  2QD,2.514736079849525e-06,0.6163376677035232
E02000714,540339.2561,185661.4662,Leyton,538355.0,186068.5,E10 5QB,1.2483695557963257e-05,2.0196897029090546
E02000426,528029.332,188262.294,Highgate,528566.8333333333,188155.5,N6  5AA,1.067282682387344e-05,0.5464298318923764
E02000242,517197.9738,183724.8594,Alperton,518036.5,183784.5,HA0 4GP,7.9359017348335e-06,0.8381522499187504
E02000788,520399.7987,175442.046499999,Kew Gardens Underground,519182.0,176738.0,TW9 3QT,5.265407828420787e-06,1.775635555293697
