msoa,MC: Care home with nursing,MC: Care home without nursing,MC: Children's home,MC: General hospital,MC: Home or hostel,MC: Mental health hospital or unit,MC: Other home,MC: Other hospital,Other: Approved premises,Other: Defence,Other: Detention centres,Other: Education,Other: Prison service,Other: Religious,Other: Staff/Worker accommodation,Other: Temporary accommodation,total
E02004344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02004345,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
E02004348,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,10
E02004349,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
E02004350,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
E02004351,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6
E02004352,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
E02004353,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
E02004354,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
E02004355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02005702,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,22,29
E02005703,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,13,21
E02005704,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,11
E02005705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,11
E02005706,4,3,0,0,0,0,0,1,0,0,0,0,0,0,2,10,20
E02005707,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,13,18
E02005708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,47,59
E02005709,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
E02005710,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,10
E02005711,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02005712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
E02005713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02005715,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
E02005717,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E02005718,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
E02005719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02005720,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
E02005721,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
E02005722,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,2,9
E02005723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
E02005724,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E02005725,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8
E02005726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4
E02005727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,22
E02005728,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,14,19
