msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02005117,White,3147,490,113,51,88,153,185,150,158,186,205,260,239,869
E02005118,Asian,87,10,1,3,7,11,11,4,13,6,3,3,8,7
E02005118,Black,112,44,7,0,2,4,3,13,10,11,5,8,3,2
E02005118,Mixed,76,31,6,1,2,5,5,9,6,0,4,1,1,5
E02005118,Other,30,11,1,0,1,2,1,3,4,3,1,1,1,1
E02005118,White,4980,1039,231,113,171,338,336,309,308,279,351,385,291,829
E02005119,Asian,22,4,1,0,2,2,3,3,1,0,1,2,0,3
E02005119,Black,40,9,1,1,0,3,2,2,8,3,1,4,2,4
E02005119,Mixed,31,17,4,0,0,1,3,1,0,1,0,2,0,2
E02005119,Other,14,2,1,0,0,0,2,2,1,2,1,1,0,2
E02005119,White,3124,616,134,59,108,208,205,181,160,155,191,237,206,664
E02005120,Asian,108,3,1,6,4,18,25,19,9,13,6,3,1,0
E02005120,Black,279,10,6,0,26,64,50,24,23,28,25,14,6,3
E02005120,Mixed,211,33,10,5,25,41,26,35,10,3,6,8,4,5
E02005120,Other,35,3,4,4,0,2,6,4,1,0,2,3,2,4
E02005120,White,5290,586,168,127,215,441,470,417,361,340,407,375,328,1055
E02005121,Asian,113,28,4,0,5,5,6,7,16,9,8,5,3,17
E02005121,Black,354,117,28,3,10,16,11,19,34,29,32,28,18,9
E02005121,Mixed,144,77,12,2,12,4,7,7,8,4,3,4,1,3
E02005121,Other,38,11,2,0,0,4,1,5,5,3,3,1,3,0
E02005121,White,6297,1448,289,143,208,400,530,446,431,420,447,437,336,762
E02005122,Asian,57,7,1,2,3,2,8,6,3,4,4,5,5,7
E02005122,Black,61,18,4,0,1,3,1,9,6,6,6,2,3,2
E02005122,Mixed,72,33,4,2,8,4,3,7,2,2,1,4,1,1
E02005122,Other,6,0,0,0,0,1,2,0,0,1,0,1,0,1
E02005122,White,3582,640,123,80,112,212,195,213,208,207,276,296,228,792
E02005123,Asian,130,30,10,0,1,9,7,15,20,9,8,3,6,12
E02005123,Black,281,106,11,3,6,11,15,24,25,33,22,14,5,6
E02005123,Mixed,129,61,17,2,8,12,3,6,4,6,6,1,1,2
E02005123,Other,45,11,2,0,1,3,3,5,7,5,2,3,1,2
E02005123,White,5694,1172,240,133,181,381,450,398,345,380,393,353,332,936
E02005124,Asian,140,28,8,6,7,9,14,20,11,11,10,5,4,7
E02005124,Black,84,22,4,1,5,4,7,12,5,11,6,4,2,1
E02005124,Mixed,99,48,7,3,4,2,6,6,4,9,5,2,2,1
E02005124,Other,47,7,5,3,3,4,4,2,8,1,6,1,3,0
E02005124,White,3880,809,171,77,185,272,331,297,219,249,243,264,176,587
E02005125,Asian,34,8,0,0,0,6,3,6,2,1,3,3,1,1
E02005125,Black,173,63,11,3,3,6,9,13,23,18,12,8,2,2
E02005125,Mixed,96,50,7,1,2,7,8,6,1,5,2,1,6,0
E02005125,Other,27,4,1,3,2,5,5,0,2,3,1,0,0,1
E02005125,White,3889,867,156,57,127,262,313,262,253,246,256,257,231,602
E02005126,Asian,90,22,8,4,3,9,6,4,7,9,4,3,3,8
E02005126,Black,82,28,3,1,1,3,10,8,4,4,9,6,4,1
E02005126,Mixed,93,42,8,3,2,7,7,8,6,2,3,5,0,0
E02005126,Other,22,5,0,0,1,1,2,1,4,2,4,0,1,1
E02005126,White,3694,701,151,69,132,219,216,192,251,218,232,238,218,857
E02005127,Asian,75,23,2,2,0,3,5,3,7,8,3,5,4,10
E02005127,Black,85,28,8,1,3,3,2,6,8,6,5,6,6,3
E02005127,Mixed,73,33,8,1,3,2,2,8,3,1,2,3,2,5
E02005127,Other,11,1,0,0,0,2,0,0,1,2,2,1,2,0
E02005127,White,4098,736,187,105,139,180,179,211,237,298,303,328,259,936
E02005128,Asian,48,11,2,1,1,6,5,2,4,2,7,1,3,3
E02005128,Black,28,6,3,0,1,2,4,2,3,0,3,2,1,1
E02005128,Mixed,64,34,8,3,1,1,1,1,3,4,5,2,0,1
E02005128,Other,26,7,5,0,0,2,3,1,2,1,2,1,0,2
E02005128,White,4138,829,168,82,128,209,231,247,240,269,293,306,290,846
E02005129,Asian,47,5,1,0,4,7,2,6,5,3,6,2,1,5
E02005129,Black,51,6,3,0,2,5,5,4,4,2,3,9,3,5
E02005129,Mixed,106,51,12,3,5,4,4,3,6,3,4,5,3,3
E02005129,Other,31,4,3,0,2,0,5,8,1,0,1,3,2,2
E02005129,White,5252,954,220,77,167,344,349,330,293,342,359,381,316,1120
E02005130,Asian,34,5,2,0,0,3,3,6,4,4,3,0,0,4
E02005130,Black,102,35,6,0,2,2,7,12,9,7,8,4,3,7
E02005130,Mixed,82,42,9,2,1,3,5,4,5,2,4,3,1,1
E02005130,Other,19,0,1,0,0,4,1,4,3,1,1,1,1,2
E02005130,White,4522,830,193,62,146,276,280,290,257,261,332,324,310,961
E02005131,Asian,22,2,0,0,1,2,2,0,1,1,3,2,3,5
E02005131,Black,9,0,2,0,0,0,0,0,3,1,1,1,0,1
E02005131,Mixed,36,12,2,0,1,1,3,1,1,0,3,6,4,2
E02005131,Other,16,2,0,0,1,2,2,2,4,2,0,0,1,0
E02005131,White,2737,449,139,42,77,115,126,164,145,177,202,218,220,663
E02005132,Asian,209,44,10,5,8,5,15,32,27,19,14,4,9,17
E02005132,Black,177,39,7,7,6,11,10,10,19,20,20,14,7,7
E02005132,Mixed,238,104,18,8,19,14,10,8,14,8,18,1,7,9
E02005132,Other,210,59,8,5,6,20,21,20,15,18,17,8,3,10
E02005132,White,4334,942,160,85,130,309,327,336,295,294,296,273,238,649
E02005133,Asian,102,20,7,1,5,5,5,2,9,10,7,8,12,11
E02005133,Black,39,7,0,0,1,2,1,4,0,4,4,3,6,7
E02005133,Mixed,86,34,7,3,2,5,7,6,6,5,1,1,5,4
E02005133,Other,44,14,1,1,0,2,2,5,4,3,1,1,3,7
E02005133,White,3813,504,123,56,87,152,160,162,205,216,245,305,292,1306
E02005134,Asian,148,27,6,2,5,9,15,18,12,18,10,10,4,12
E02005134,Black,85,15,4,1,2,5,9,14,6,8,4,6,4,7
E02005134,Mixed,145,63,9,1,14,15,11,5,9,3,3,6,2,4
E02005134,Other,61,8,4,0,4,10,5,4,6,4,2,6,2,6
E02005134,White,3477,762,137,61,134,271,278,255,225,214,258,242,203,437
E02005135,Asian,130,33,6,4,8,9,10,15,17,8,3,6,4,7
E02005135,Black,71,17,1,1,1,9,7,9,6,5,5,6,2,2
E02005135,Mixed,117,52,9,4,6,9,4,7,4,6,5,3,3,5
E02005135,Other,68,25,5,3,2,3,5,9,3,4,5,2,2,0
E02005135,White,3434,737,145,80,116,210,247,246,221,198,233,256,171,574
E02005136,Asian,60,15,2,2,1,4,4,6,4,6,4,4,3,5
E02005136,Black,17,5,1,0,0,1,2,0,2,3,0,1,1,1
E02005136,Mixed,85,44,5,1,4,4,5,7,4,0,2,3,1,5
E02005136,Other,16,2,1,1,0,0,1,0,6,1,0,3,0,1
E02005136,White,3704,686,159,73,129,184,203,209,214,215,254,293,252,833
E02005137,Asian,72,17,7,0,3,3,6,6,5,10,3,4,2,6
E02005137,Black,45,15,1,3,1,1,1,3,5,1,4,3,3,4
E02005137,Mixed,83,52,5,2,3,3,5,3,4,2,2,0,1,1
E02005137,Other,55,19,2,0,0,3,4,5,5,3,4,3,2,5
E02005137,White,3387,800,169,76,126,206,207,201,186,194,217,231,182,592
E02005138,Asian,49,7,4,0,1,1,2,9,4,9,3,2,2,5
E02005138,Black,21,3,1,0,0,1,3,0,1,2,0,5,1,4
E02005138,Mixed,100,37,4,3,11,6,11,6,4,3,4,4,4,3
E02005138,Other,32,11,0,0,3,2,2,2,3,2,1,1,2,3
E02005138,White,4080,698,166,69,127,251,248,227,205,207,305,276,245,1056
E02005139,Asian,55,12,1,1,1,5,3,3,7,3,2,5,2,10
E02005139,Black,15,1,0,1,0,1,0,2,0,4,0,3,0,3
E02005139,Mixed,56,25,8,1,1,5,2,1,1,1,1,4,2,4
E02005139,Other,33,5,0,0,0,2,4,0,4,0,0,4,4,10
E02005139,White,4005,514,141,52,77,143,143,150,168,216,234,277,321,1569
E02005140,Asian,58,16,5,2,2,2,1,3,7,9,2,3,4,2
E02005140,Black,15,1,2,0,0,1,1,1,0,1,2,3,1,2
E02005140,Mixed,68,40,9,0,3,4,3,1,0,1,3,2,1,1
E02005140,Other,25,5,0,0,0,1,3,3,1,4,3,1,1,3
E02005140,White,3420,540,149,52,93,128,121,161,168,189,225,271,238,1085
E02005141,Asian,74,17,4,2,3,3,8,5,6,6,4,5,3,8
E02005141,Black,39,8,8,1,0,3,2,3,2,4,2,0,3,3
E02005141,Mixed,97,44,6,1,5,6,3,3,2,6,1,4,7,9
E02005141,Other,49,13,5,0,1,0,4,3,6,7,3,2,1,4
E02005141,White,3190,502,128,44,92,139,142,169,177,182,232,241,263,879
E02005142,Asian,143,42,13,1,4,3,8,9,13,11,9,11,7,12
E02005142,Black,7,1,0,0,1,0,1,0,1,0,1,0,0,2
E02005142,Mixed,56,26,6,1,5,2,1,1,7,2,2,0,1,2
E02005142,Other,43,15,0,0,4,0,2,7,3,3,2,1,3,3
E02005142,White,3285,541,162,70,103,147,166,153,183,167,202,256,227,908
E02005143,Asian,62,14,4,0,5,0,3,2,8,5,5,3,5,8
E02005143,Black,30,7,2,0,0,2,1,0,2,3,3,2,4,4
E02005143,Mixed,81,35,9,4,2,4,2,3,4,4,3,1,7,3
E02005143,Other,40,11,3,1,0,0,3,4,8,2,2,3,0,3
E02005143,White,3690,761,179,79,121,181,203,197,231,239,259,260,251,729
E02005144,Asian,84,28,2,1,8,6,6,5,7,9,3,4,3,2
E02005144,Black,38,12,2,1,4,0,2,1,2,2,2,7,3,0
E02005144,Mixed,101,59,6,4,1,7,4,5,2,7,0,4,1,1
E02005144,Other,40,16,0,2,1,1,2,1,6,2,5,0,1,3
E02005144,White,4068,966,230,99,155,239,278,249,241,223,256,277,237,618
E02005145,Asian,58,16,1,0,0,2,4,12,5,6,6,2,0,4
E02005145,Black,16,1,2,0,2,2,1,0,1,1,0,6,0,0
E02005145,Mixed,66,29,7,0,3,2,5,1,1,3,4,3,5,3
E02005145,Other,28,4,2,1,1,1,5,1,1,6,2,2,1,1
E02005145,White,3779,680,154,61,83,187,189,217,189,236,258,300,280,945
E02005146,Asian,118,38,22,3,2,4,6,7,5,12,3,7,4,5
E02005146,Black,44,11,6,0,0,4,4,2,3,2,4,5,0,3
E02005146,Mixed,104,46,11,2,8,6,5,3,9,2,3,3,1,5
E02005146,Other,45,7,3,0,1,2,7,7,2,1,3,4,3,5
E02005146,White,3606,768,202,75,130,215,240,255,238,248,273,251,195,516
E02005147,Asian,110,18,8,3,4,9,8,10,13,6,2,10,10,9
E02005147,Black,64,14,3,1,3,4,5,4,3,3,7,7,4,6
E02005147,Mixed,170,64,13,7,5,11,9,12,10,7,8,6,10,8
E02005147,Other,34,1,5,0,2,2,4,2,2,3,3,3,1,6
E02005147,White,3915,645,136,71,164,233,293,209,213,249,302,294,278,828
E02005148,Asian,63,14,2,1,1,2,3,4,11,5,2,2,7,9
E02005148,Black,21,0,0,1,0,0,0,2,4,2,0,5,3,4
E02005148,Mixed,68,25,13,1,4,8,1,3,1,2,3,3,2,2
E02005148,Other,29,7,0,0,0,2,1,2,1,3,1,2,1,9
E02005148,White,3574,512,139,48,82,154,167,172,183,203,265,320,255,1074
E02005149,Asian,131,29,9,3,4,6,10,10,10,18,2,6,4,20
E02005149,Black,96,34,2,0,3,5,7,11,14,6,0,3,8,3
E02005149,Mixed,122,60,5,3,2,11,12,7,4,5,4,6,0,3
E02005149,Other,26,5,0,0,0,1,1,6,0,2,3,4,0,4
E02005149,White,5509,1037,238,101,172,381,390,359,330,366,454,400,345,936
E02005150,Asian,88,19,5,0,3,6,6,11,13,10,4,6,1,4
E02005150,Black,76,21,4,0,0,1,3,14,12,9,3,4,3,2
E02005150,Mixed,118,62,9,5,1,8,11,2,3,8,1,4,1,3
E02005150,Other,31,6,0,0,1,3,1,6,3,4,2,0,2,3
E02005150,White,5451,1184,208,96,155,363,430,382,351,378,371,373,323,837
E02005151,Asian,81,15,5,1,3,6,7,6,12,7,2,6,5,6
E02005151,Black,43,7,1,0,0,2,3,5,6,5,6,3,2,3
E02005151,Mixed,101,54,10,1,2,3,10,6,7,3,3,1,0,1
E02005151,Other,30,4,2,0,1,1,3,4,0,2,4,1,4,4
E02005151,White,5924,1237,248,113,208,322,352,343,332,415,449,420,350,1135
E02005153,Asian,83,20,3,1,2,2,3,9,11,9,3,7,2,11
E02005153,Black,57,14,2,0,4,0,2,7,8,7,7,5,0,1
E02005153,Mixed,85,54,8,4,2,2,9,0,1,0,1,2,2,0
E02005153,Other,20,5,0,0,0,0,0,5,4,0,0,0,1,5
E02005153,White,4324,921,176,79,134,217,263,279,247,280,295,258,276,899
E02005154,Asian,120,23,11,4,4,2,8,13,10,12,5,10,7,11
E02005154,Black,38,10,0,0,0,1,4,4,2,4,1,7,2,3
E02005154,Mixed,129,74,9,2,3,5,4,5,8,7,5,3,3,1
E02005154,Other,34,7,2,0,0,2,5,6,2,4,1,2,2,1
E02005154,White,5371,1111,241,75,148,185,250,265,324,403,431,420,360,1158
E02005155,Asian,215,55,11,0,5,7,8,17,39,28,16,9,2,18
E02005155,Black,109,26,11,1,2,5,4,5,17,9,15,12,0,2
E02005155,Mixed,146,71,17,2,7,5,5,7,10,6,6,4,2,4
E02005155,Other,52,18,1,0,0,4,1,4,6,7,5,2,3,1
E02005155,White,5665,1373,350,89,166,201,234,281,379,530,503,400,344,815
E02005156,Asian,58,10,1,0,2,4,4,10,11,0,2,4,5,5
E02005156,Black,16,3,0,2,3,0,0,1,2,2,1,1,0,1
E02005156,Mixed,72,27,8,5,1,6,2,0,2,4,4,1,5,7
E02005156,Other,16,0,1,0,0,1,1,3,2,2,1,2,0,3
E02005156,White,3387,612,182,51,110,153,150,128,179,194,270,299,251,808
E02005157,Asian,107,24,10,2,1,4,7,12,12,13,9,3,8,2
E02005157,Black,26,5,2,0,3,0,2,2,1,5,3,1,0,2
E02005157,Mixed,73,39,9,1,2,2,1,4,1,2,2,4,4,2
E02005157,Other,12,0,0,2,0,1,0,1,1,2,0,0,2,3
E02005157,White,2997,605,130,51,94,152,144,153,155,164,238,226,173,712
E02005158,Asian,90,23,6,0,3,3,4,6,12,11,5,6,1,10
E02005158,Black,22,5,1,0,2,1,0,0,3,2,4,3,1,0
E02005158,Mixed,63,34,7,1,4,3,2,0,5,5,1,0,0,1
E02005158,Other,17,4,0,0,0,0,1,3,0,0,6,2,0,1
E02005158,White,3052,590,145,35,82,105,119,142,173,246,268,266,190,691
E02005159,Asian,70,19,7,0,0,2,1,5,10,5,8,5,3,5
E02005159,Black,23,7,1,0,0,0,1,2,3,1,2,2,2,2
E02005159,Mixed,73,39,9,3,1,5,2,3,1,2,1,1,1,5
E02005159,Other,17,1,2,0,1,3,2,0,0,1,1,4,0,2
E02005159,White,3488,699,164,58,78,144,145,159,211,245,255,263,211,856
E02005160,Asian,413,117,52,4,6,23,25,41,45,40,26,18,7,9
E02005160,Black,65,17,6,0,3,4,1,4,6,5,6,5,4,4
E02005160,Mixed,184,87,32,2,11,10,9,11,10,0,3,1,4,4
E02005160,Other,69,14,4,1,3,6,4,8,10,5,2,5,1,6
E02005160,White,5511,1127,340,80,170,401,442,410,390,405,361,340,272,773
E02005161,Asian,254,72,13,2,7,6,17,18,34,36,17,16,6,10
E02005161,Black,31,11,0,0,1,1,0,2,3,6,4,2,1,0
E02005161,Mixed,110,62,3,1,2,10,4,5,5,7,3,7,1,0
E02005161,Other,51,13,3,1,1,1,3,1,7,8,2,2,5,4
E02005161,White,3735,750,147,65,124,233,284,263,274,257,301,279,245,513
E02005162,Asian,83,23,5,1,4,1,3,4,12,7,7,6,3,7
E02005162,Black,28,7,2,1,2,0,1,2,4,3,3,0,1,2
E02005162,Mixed,98,48,13,0,5,6,4,5,9,1,1,1,3,2
E02005162,Other,24,6,0,0,0,2,4,3,2,1,5,1,0,0
E02005162,White,4904,907,233,80,174,247,260,251,296,353,386,364,314,1039
E02005163,Asian,147,50,3,1,0,8,8,10,19,22,7,11,4,4
E02005163,Black,40,8,1,1,0,1,6,3,4,2,4,6,2,2
E02005163,Mixed,132,67,21,1,6,9,6,5,5,3,3,2,1,3
E02005163,Other,35,8,2,1,4,1,4,1,3,3,1,3,2,2
E02005163,White,3588,764,185,53,107,157,175,194,264,293,328,269,211,588
E02005164,Asian,366,117,22,5,7,14,26,35,48,43,23,11,7,8
E02005164,Black,69,17,5,1,3,3,7,8,13,3,1,6,1,1
E02005164,Mixed,127,62,14,2,7,6,7,6,7,8,4,1,0,3
E02005164,Other,55,14,3,0,2,2,8,7,9,4,0,2,2,2
E02005164,White,3758,790,147,35,122,262,284,288,243,285,276,245,197,584
E02005165,Asian,108,26,8,1,1,5,10,14,10,10,7,5,3,8
E02005165,Black,20,3,1,0,0,0,1,3,3,1,3,3,1,1
E02005165,Mixed,62,28,3,1,4,0,4,2,4,5,3,4,3,1
E02005165,Other,19,2,0,1,1,1,0,4,4,0,0,1,1,4
E02005165,White,3391,605,136,54,95,154,144,196,183,229,276,275,229,815
E02005166,Asian,228,65,10,4,2,10,22,24,28,20,17,12,5,9
E02005166,Black,54,13,3,2,1,8,3,3,7,6,5,0,3,0
E02005166,Mixed,66,34,7,1,2,4,5,4,3,3,1,0,2,0
E02005166,Other,51,13,3,0,1,6,2,6,3,2,4,2,2,7
E02005166,White,2956,660,144,62,107,171,205,229,215,183,213,197,170,400
E02005167,Asian,81,27,1,2,1,1,4,9,4,6,4,4,9,9
E02005167,Black,17,8,0,0,1,0,0,2,0,4,0,1,1,0
E02005167,Mixed,98,61,4,0,2,1,2,3,8,6,1,5,2,3
E02005167,Other,11,2,1,0,0,0,1,1,1,2,1,1,0,1
E02005167,White,3544,819,160,42,88,108,114,146,217,263,283,271,221,812
E02005168,Asian,153,36,7,1,1,12,17,12,15,17,9,10,6,10
E02005168,Black,38,9,3,0,0,4,6,4,3,3,2,2,1,1
E02005168,Mixed,135,75,11,1,2,6,6,4,6,6,9,3,1,5
E02005168,Other,27,7,1,0,0,2,1,4,5,3,0,3,0,1
E02005168,White,3319,694,138,35,77,162,184,197,223,282,323,233,188,583
E02005169,Asian,438,112,22,1,13,24,51,56,55,36,28,12,11,17
E02005169,Black,87,11,3,0,2,11,10,11,11,8,9,3,5,3
E02005169,Mixed,169,66,12,2,8,21,12,9,8,10,4,11,2,4
E02005169,Other,121,23,7,6,4,10,12,14,8,12,12,7,2,4
E02005169,White,3762,521,107,46,155,403,438,364,302,270,278,227,184,467
E02005170,Asian,183,55,14,4,7,4,17,17,21,16,13,6,5,4
E02005170,Black,44,13,0,0,2,1,5,3,4,1,3,8,2,2
E02005170,Mixed,149,79,10,2,4,6,9,8,6,6,11,4,1,3
E02005170,Other,77,20,1,0,2,6,4,10,10,9,5,4,1,5
E02005170,White,4256,857,155,50,109,250,315,295,318,335,326,290,217,739
E02005171,Asian,131,47,5,1,6,3,11,9,17,8,12,4,3,5
E02005171,Black,67,12,7,3,5,4,6,3,6,5,5,4,4,3
E02005171,Mixed,77,42,5,2,4,4,8,2,4,1,0,3,0,2
E02005171,Other,46,5,3,2,4,5,2,4,5,0,4,3,4,5
E02005171,White,2629,553,117,35,75,149,165,187,194,196,197,186,126,449
E02005172,Asian,35,5,12,1,0,0,0,2,3,2,6,1,0,3
E02005172,Black,15,3,2,0,1,1,0,0,1,2,1,1,2,1
E02005172,Mixed,64,26,7,2,2,3,1,6,5,3,4,2,0,3
E02005172,Other,8,0,2,0,1,0,0,2,0,1,0,0,0,2
E02005172,White,3990,816,189,58,123,144,118,176,239,296,328,359,308,836
E02005173,Asian,140,40,6,0,3,10,10,13,17,12,10,8,1,10
E02005173,Black,30,7,1,0,2,2,1,2,0,4,4,2,3,2
E02005173,Mixed,135,65,7,1,5,6,7,13,8,5,8,5,3,2
E02005173,Other,43,8,2,0,2,1,3,6,5,3,4,4,1,4
E02005173,White,3768,694,122,38,98,200,190,218,243,296,299,288,264,818
E02005174,Asian,65,29,14,1,2,1,2,1,4,5,1,2,0,3
E02005174,Black,19,9,1,0,0,0,0,2,0,1,4,0,1,1
E02005174,Mixed,60,36,2,1,1,3,3,4,3,3,4,0,0,0
E02005174,Other,21,3,0,0,0,0,3,1,0,3,3,4,2,2
E02005174,White,3484,731,195,37,98,119,147,155,168,216,273,266,266,813
E02005175,Asian,39,10,1,0,2,1,3,2,4,3,8,1,2,2
E02005175,Black,10,3,0,1,0,0,0,2,2,0,0,2,0,0
E02005175,Mixed,53,25,4,5,1,3,1,1,3,5,2,2,0,1
E02005175,Other,14,1,2,0,0,0,0,1,1,2,1,0,4,2
E02005175,White,3905,732,162,67,105,153,172,146,211,242,345,341,271,958
E02005176,Asian,559,182,35,10,25,38,42,40,64,32,28,14,18,31
E02005176,Black,12,3,0,0,3,0,0,1,0,0,3,1,0,1
E02005176,Mixed,88,49,9,1,4,3,2,7,3,0,4,3,1,2
E02005176,Other,27,9,3,1,0,2,2,7,0,1,0,0,1,1
E02005176,White,3726,729,137,64,110,218,221,226,194,228,268,271,262,798
E02005177,Asian,1232,403,114,32,42,87,97,99,113,83,41,44,20,57
E02005177,Black,8,4,0,0,0,0,0,0,1,0,0,1,1,1
E02005177,Mixed,84,44,9,1,1,9,5,4,3,1,4,0,0,3
E02005177,Other,103,35,3,1,6,9,16,6,5,11,3,1,1,6
E02005177,White,1903,285,54,36,61,112,150,122,101,108,147,128,138,461
E02005178,Asian,4266,1381,350,145,173,294,322,348,323,252,218,157,119,184
E02005178,Black,29,4,0,2,0,2,2,5,4,5,2,1,1,1
E02005178,Mixed,160,80,3,8,6,12,19,9,3,10,2,1,4,3
E02005178,Other,143,51,2,5,2,14,13,13,15,10,9,2,4,3
E02005178,White,1572,212,49,35,92,150,187,144,91,104,116,106,95,191
E02005179,Asian,69,18,3,3,1,3,5,13,7,4,6,2,1,3
E02005179,Black,9,2,0,0,0,0,3,1,1,1,0,0,1,0
E02005179,Mixed,65,31,6,1,3,6,4,3,1,1,3,2,1,3
E02005179,Other,6,0,0,0,1,0,0,1,3,0,0,0,0,1
E02005179,White,4400,898,193,95,132,262,291,267,263,246,314,353,300,786
E02005180,Asian,71,14,6,3,3,3,1,7,8,6,4,1,5,10
E02005180,Black,9,1,0,0,0,0,1,0,3,1,0,0,2,1
E02005180,Mixed,24,11,3,0,1,0,0,3,1,1,3,0,0,1
E02005180,Other,17,2,2,1,1,0,2,1,3,1,3,0,0,1
E02005180,White,3340,594,144,70,74,180,200,208,159,213,239,244,264,751
E02005181,Asian,42,16,1,0,3,6,1,3,5,2,1,1,2,1
E02005181,Black,8,0,0,0,0,0,2,1,2,1,0,0,2,0
E02005181,Mixed,55,29,3,1,2,3,2,0,2,8,3,2,0,0
E02005181,Other,8,2,1,0,1,0,0,1,0,0,2,0,0,1
E02005181,White,3160,616,147,53,113,223,249,225,196,209,192,203,201,533
E02005182,Asian,490,145,29,20,23,37,49,40,47,25,23,18,14,20
E02005182,Black,26,6,4,0,0,0,1,1,1,1,3,3,3,3
E02005182,Mixed,81,45,7,5,4,4,1,7,3,2,2,1,0,0
E02005182,Other,55,19,2,3,4,7,7,4,3,2,3,1,0,0
E02005182,White,2408,457,101,49,71,142,196,173,126,153,196,155,162,427
E02005183,Asian,43,12,2,2,1,6,1,0,3,5,0,3,3,5
E02005183,Black,6,0,0,0,0,0,0,0,1,3,0,0,1,1
E02005183,Mixed,31,11,2,1,0,4,2,5,0,0,4,0,0,2
E02005183,Other,5,3,0,0,0,1,0,1,0,0,0,0,0,0
E02005183,White,2812,466,139,44,98,148,142,165,166,182,213,231,206,612
E02005184,Asian,10,0,0,0,1,0,3,0,0,1,0,2,0,3
E02005184,Black,2,0,0,0,0,0,0,0,0,0,0,1,0,1
E02005184,Mixed,15,5,1,0,2,2,2,0,0,1,0,2,0,0
E02005184,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,1
E02005184,White,2480,345,79,50,72,103,115,110,110,147,207,230,182,730
E02005185,Asian,162,42,16,6,7,17,8,11,13,12,1,9,5,15
E02005185,Black,38,8,2,2,3,6,4,4,2,2,1,1,1,2
E02005185,Mixed,81,33,9,5,7,7,3,3,2,2,4,5,1,0
E02005185,Other,34,7,4,1,1,3,6,3,1,3,2,1,1,1
E02005185,White,4480,1024,190,88,160,328,355,324,265,265,310,313,242,616
E02005186,Asian,33,7,0,1,0,4,5,0,4,2,0,3,2,5
E02005186,Black,4,0,0,0,0,0,0,1,0,0,1,1,1,0
E02005186,Mixed,18,9,0,1,3,1,0,1,0,0,1,0,1,1
E02005186,Other,9,1,0,1,0,0,2,1,0,3,0,0,0,1
E02005186,White,2993,519,118,48,122,171,172,190,190,194,257,246,208,558
E02005189,Asian,42,12,0,1,4,3,3,2,5,3,2,1,3,3
E02005189,Black,42,13,3,0,1,1,2,6,3,6,2,2,1,2
E02005189,Mixed,63,38,5,0,3,1,4,1,4,2,1,0,2,2
E02005189,Other,6,2,0,0,1,1,0,1,0,0,0,0,0,1
E02005189,White,2475,473,75,48,70,157,153,176,177,149,170,170,173,484
E02005190,Asian,8,3,0,0,0,0,0,0,1,0,1,2,0,1
E02005190,Black,9,0,1,0,0,1,1,0,0,1,2,1,0,2
E02005190,Mixed,35,14,1,2,0,5,2,2,1,1,2,2,0,3
E02005190,Other,8,2,1,0,0,0,0,0,1,3,0,0,0,1
E02005190,White,2817,417,98,44,79,123,123,145,130,206,269,227,243,713
E02005191,Asian,58,9,0,0,4,4,7,8,5,1,3,6,5,6
E02005191,Black,28,5,2,0,0,1,1,2,2,2,4,2,3,4
E02005191,Mixed,68,36,4,1,5,7,0,3,2,5,2,0,3,0
E02005191,Other,16,3,0,4,0,1,0,2,0,0,2,2,2,0
E02005191,White,4655,885,205,64,116,239,256,312,286,299,340,379,304,970
E02005192,Asian,97,23,5,2,1,7,8,7,11,12,8,3,4,6
E02005192,Black,18,4,0,0,0,0,0,1,4,1,2,3,0,3
E02005192,Mixed,94,51,10,1,2,9,3,3,3,3,5,2,0,2
E02005192,Other,15,4,2,0,0,1,1,0,2,2,1,1,0,1
E02005192,White,4166,811,178,65,135,192,272,295,289,333,352,330,262,652
E02005193,Asian,44,13,2,2,0,0,1,3,5,2,0,1,5,10
E02005193,Black,12,0,0,0,0,0,0,3,2,2,3,2,0,0
E02005193,Mixed,53,32,6,2,0,2,1,1,3,0,1,1,1,3
E02005193,Other,19,3,2,0,1,0,1,4,1,2,1,0,3,1
E02005193,White,4123,749,172,61,119,185,211,223,231,275,302,325,272,998
E02005194,Asian,118,38,8,3,5,2,5,8,12,16,7,0,5,9
E02005194,Black,16,2,0,0,1,4,0,0,1,2,0,3,2,1
E02005194,Mixed,65,23,9,2,2,5,4,5,4,1,4,5,0,1
E02005194,Other,21,6,1,1,0,1,3,2,3,0,1,0,3,0
E02005194,White,3687,644,129,65,116,215,253,233,196,242,289,279,224,802
E02005195,Asian,110,1,3,0,8,16,27,26,16,1,2,6,1,3
E02005195,Black,53,1,0,1,12,6,15,0,1,5,3,1,2,6
E02005195,Mixed,109,19,3,0,4,11,18,13,6,13,8,8,2,4
E02005195,Other,13,0,0,0,0,4,5,3,0,0,0,0,1,0
E02005195,White,4485,523,141,67,155,324,357,380,346,337,388,345,290,832
E02005196,Asian,117,29,9,2,2,8,7,14,16,7,9,3,3,8
E02005196,Black,58,16,0,1,1,1,6,10,5,5,6,2,1,4
E02005196,Mixed,92,47,5,0,7,6,5,4,9,4,2,0,0,3
E02005196,Other,44,17,0,0,1,2,2,5,6,2,2,2,3,2
