msoa,Ethnicity,Total,0-15,16-19,20-21,22-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-99
E02005196,White,5170,1074,200,76,153,303,382,365,373,372,327,273,244,1028
E02005197,Asian,275,81,26,6,20,15,18,25,21,17,21,7,7,11
E02005197,Black,30,5,2,0,0,2,3,3,2,2,3,4,2,2
E02005197,Mixed,67,31,2,3,3,5,4,3,2,5,4,2,1,2
E02005197,Other,30,14,2,2,0,4,1,2,2,2,1,0,0,0
E02005197,White,3171,621,123,85,108,214,222,231,188,200,243,221,193,522
E02005198,Asian,100,32,5,1,1,9,7,9,6,9,8,3,3,7
E02005198,Black,22,3,0,1,2,1,2,1,1,3,2,2,1,3
E02005198,Mixed,84,37,4,2,4,7,6,8,4,6,3,0,1,2
E02005198,Other,29,12,0,1,0,1,2,0,3,4,2,2,0,2
E02005198,White,4577,853,176,77,152,278,327,294,328,304,352,359,271,806
E02005199,Asian,17,4,0,0,2,0,2,1,2,4,0,1,0,1
E02005199,Black,3,0,0,0,0,0,0,0,0,1,0,0,0,2
E02005199,Mixed,46,21,6,0,0,3,2,2,3,2,0,2,2,3
E02005199,Other,7,0,0,0,0,0,1,1,2,1,1,1,0,0
E02005199,White,3650,594,155,49,97,152,161,186,207,232,301,281,267,968
E02005200,Asian,46,7,0,0,3,4,5,3,3,7,5,1,2,6
E02005200,Black,27,3,3,0,0,5,3,2,1,1,2,4,1,2
E02005200,Mixed,81,45,2,0,5,10,7,4,2,2,2,0,1,1
E02005200,Other,45,16,4,0,1,3,3,4,2,5,1,1,3,2
E02005200,White,4298,922,199,87,146,270,309,296,280,320,347,339,231,552
E02005201,Asian,31,6,1,0,0,7,1,4,2,2,4,2,0,2
E02005201,Black,14,1,2,1,1,1,2,1,1,2,1,1,0,0
E02005201,Mixed,32,14,3,1,1,4,3,1,1,1,0,0,1,2
E02005201,Other,7,1,0,0,0,0,0,1,2,1,1,0,1,0
E02005201,White,3968,757,141,72,121,228,253,254,221,267,300,277,266,811
E02005202,Asian,33,7,2,0,2,2,2,1,3,0,4,4,3,3
E02005202,Black,16,1,0,0,0,0,2,1,3,0,4,2,1,2
E02005202,Mixed,64,26,8,3,3,5,4,6,2,0,2,1,2,2
E02005202,Other,24,5,2,0,2,2,0,5,2,1,2,0,2,1
E02005202,White,4778,802,205,70,112,214,285,263,265,345,373,400,325,1119
E02005203,Asian,53,14,1,0,0,8,4,4,5,4,2,3,2,6
E02005203,Black,28,5,1,0,1,4,4,4,4,0,1,1,1,2
E02005203,Mixed,44,15,5,0,2,5,3,1,3,3,1,2,3,1
E02005203,Other,24,6,4,0,1,1,0,5,3,3,0,0,0,1
E02005203,White,4064,724,158,63,99,225,232,247,180,222,304,343,294,973
E02005204,Asian,78,24,5,0,4,3,4,10,5,3,7,4,1,8
E02005204,Black,20,2,1,1,2,2,2,1,2,2,3,0,1,1
E02005204,Mixed,100,49,14,2,5,6,8,5,3,2,2,4,0,0
E02005204,Other,31,2,3,3,0,4,1,4,0,4,1,5,0,4
E02005204,White,5957,1055,281,105,167,325,368,388,354,392,466,421,438,1197
E02005205,Asian,83,4,1,1,3,16,6,18,7,10,7,4,2,4
E02005205,Black,43,4,2,0,2,6,16,3,3,1,1,4,0,1
E02005205,Mixed,38,11,4,0,1,4,9,3,2,1,0,2,0,1
E02005205,Other,9,4,0,0,0,0,1,0,0,0,1,1,0,2
E02005205,White,3334,516,119,77,92,184,224,249,198,195,245,264,224,747
E02005206,Asian,56,14,4,0,4,4,6,6,2,2,6,5,2,1
E02005206,Black,13,2,1,0,0,0,1,3,1,1,3,1,0,0
E02005206,Mixed,68,36,4,0,2,2,8,3,4,0,3,1,1,4
E02005206,Other,18,2,2,0,1,1,2,2,1,1,4,1,1,0
E02005206,White,3509,622,126,49,87,161,208,232,168,188,240,283,263,882
E02005207,Asian,90,17,5,1,0,3,8,5,5,10,11,7,8,10
E02005207,Black,16,5,1,0,1,0,1,2,1,2,1,0,2,0
E02005207,Mixed,66,35,4,1,4,1,0,1,3,1,2,4,5,5
E02005207,Other,26,7,2,0,0,1,1,2,1,3,3,2,2,2
E02005207,White,3910,534,152,52,104,124,160,157,196,222,275,313,320,1301
E02005208,Asian,84,21,4,0,4,5,8,7,7,6,6,6,3,7
E02005208,Black,30,3,0,0,1,2,6,7,1,4,1,3,0,2
E02005208,Mixed,87,34,12,0,3,10,5,4,1,5,4,5,2,2
E02005208,Other,43,7,1,3,0,1,5,4,3,4,1,8,2,4
E02005208,White,4793,513,123,76,143,233,254,274,256,287,371,452,458,1353
E02005209,Asian,43,15,2,1,3,2,1,2,3,1,4,4,2,3
E02005209,Black,13,3,0,0,0,1,2,1,2,0,0,0,0,4
E02005209,Mixed,67,23,7,4,6,7,4,3,5,2,0,1,2,3
E02005209,Other,7,2,0,0,0,0,0,2,1,0,0,0,2,0
E02005209,White,4113,637,162,74,112,225,234,217,209,204,316,324,300,1099
E02005210,Asian,48,6,0,0,2,2,2,5,6,7,6,3,4,5
E02005210,Black,16,2,0,0,0,1,0,1,3,1,2,0,4,2
E02005210,Mixed,69,22,4,1,3,4,7,2,4,4,6,0,6,6
E02005210,Other,32,4,1,0,2,1,4,6,3,1,2,3,1,4
E02005210,White,4687,597,169,55,111,162,137,187,215,275,355,398,382,1644
E02005211,Asian,31,1,5,1,2,2,0,2,5,6,2,0,3,2
E02005211,Black,16,0,0,1,0,1,4,1,2,1,3,0,2,1
E02005211,Mixed,40,19,3,1,1,2,3,2,2,0,0,1,3,3
E02005211,Other,18,4,0,0,1,1,3,2,2,2,1,1,0,1
E02005211,White,3946,527,143,50,86,156,166,156,183,222,313,346,376,1222
E02005212,Asian,688,213,51,17,25,65,58,53,53,43,21,29,13,47
E02005212,Black,19,3,0,0,2,5,0,3,2,0,1,1,2,0
E02005212,Mixed,83,45,4,3,4,6,4,6,1,0,5,4,0,1
E02005212,Other,4,1,0,0,0,0,0,1,0,0,1,0,0,1
E02005212,White,4578,771,195,74,147,279,279,273,260,311,335,334,330,990
E02005213,Asian,213,61,20,7,7,15,17,18,14,18,8,10,9,9
E02005213,Black,15,7,2,1,0,0,0,1,1,2,1,0,0,0
E02005213,Mixed,54,27,4,1,2,3,3,4,0,5,0,2,1,2
E02005213,Other,32,14,1,0,1,2,4,2,2,2,2,0,1,1
E02005213,White,5301,1015,258,105,159,281,346,307,266,355,477,389,328,1015
E02005214,Asian,59,16,7,2,4,2,8,4,4,4,4,1,0,3
E02005214,Black,10,0,0,0,1,2,0,2,0,1,1,1,1,1
E02005214,Mixed,33,12,3,1,1,4,4,0,0,4,1,1,2,0
E02005214,Other,13,4,0,0,0,2,1,1,0,1,0,0,4,0
E02005214,White,3223,591,149,60,139,213,223,172,159,182,256,263,189,627
E02005215,Asian,651,196,53,25,42,55,47,48,62,36,35,11,14,27
E02005215,Black,11,4,0,1,0,2,0,2,1,0,0,1,0,0
E02005215,Mixed,77,47,2,2,2,5,8,3,1,0,2,1,1,3
E02005215,Other,37,11,2,1,0,5,1,4,1,4,2,0,2,4
E02005215,White,5338,1009,240,100,174,353,347,307,282,319,424,424,345,1014
E02005216,Asian,249,99,21,9,4,15,20,22,18,13,14,6,3,5
E02005216,Black,5,2,0,0,1,0,0,0,0,2,0,0,0,0
E02005216,Mixed,29,14,5,0,1,0,0,1,2,1,2,0,1,2
E02005216,Other,15,2,1,0,1,0,1,0,2,6,0,2,0,0
E02005216,White,2301,433,105,41,88,172,148,153,113,138,185,165,142,418
E02005217,Asian,3696,1241,326,120,142,268,289,307,288,200,187,73,76,179
E02005217,Black,25,7,1,0,0,6,0,4,3,0,0,0,3,1
E02005217,Mixed,111,64,16,1,2,7,4,3,4,2,4,2,2,0
E02005217,Other,131,38,11,2,3,2,17,20,8,11,10,0,4,5
E02005217,White,2728,610,157,75,83,161,218,187,151,146,213,175,145,407
E02005218,Asian,122,32,11,5,5,13,12,8,10,8,10,1,3,4
E02005218,Black,9,0,0,0,0,3,0,1,1,0,1,2,0,1
E02005218,Mixed,51,24,7,1,5,5,3,1,0,2,0,0,1,2
E02005218,Other,20,7,0,1,0,2,0,4,0,2,1,1,2,0
E02005218,White,3381,628,134,75,111,217,238,214,170,205,257,260,221,651
E02005219,Asian,363,128,39,9,7,24,19,26,30,23,20,11,8,19
E02005219,Black,19,0,0,0,0,7,1,0,3,5,2,1,0,0
E02005219,Mixed,55,22,4,0,8,5,8,2,0,1,2,2,0,1
E02005219,Other,19,2,1,1,0,3,2,1,2,1,1,2,3,0
E02005219,White,3839,572,146,71,138,253,263,221,240,241,329,292,256,817
E02005220,Asian,100,29,6,2,4,9,10,8,7,9,5,3,1,7
E02005220,Black,4,0,0,0,0,0,0,3,0,0,1,0,0,0
E02005220,Mixed,27,8,2,0,0,4,1,3,1,2,1,2,0,3
E02005220,Other,13,2,1,0,0,1,0,2,1,3,1,0,0,2
E02005220,White,2738,393,95,54,65,148,144,125,115,158,238,267,191,745
E02005221,Asian,37,8,1,1,3,1,2,5,4,2,4,2,2,2
E02005221,Black,15,0,1,0,0,5,2,0,2,1,0,0,2,2
E02005221,Mixed,44,29,3,0,1,0,2,3,3,0,3,0,0,0
E02005221,Other,15,3,1,0,0,1,1,1,2,0,0,2,0,4
E02005221,White,4726,754,188,69,132,238,219,219,236,271,304,394,380,1322
E02005222,Asian,11,1,1,0,1,0,1,0,2,0,0,1,1,3
E02005222,Black,4,0,0,1,0,0,1,0,0,0,1,1,0,0
E02005222,Mixed,20,13,2,0,0,2,0,0,1,1,0,0,0,1
E02005222,Other,9,2,0,1,0,0,2,1,1,0,1,0,0,1
E02005222,White,2913,438,112,60,62,112,116,112,143,150,202,270,256,880
E02005223,Asian,22,4,4,2,0,0,0,1,3,2,2,1,0,3
E02005223,Black,8,2,0,0,0,0,2,0,0,2,0,0,1,1
E02005223,Mixed,29,19,1,0,2,1,2,1,0,2,0,1,0,0
E02005223,Other,12,2,0,0,0,0,2,0,1,0,2,0,4,1
E02005223,White,3434,467,134,68,94,127,149,151,148,199,246,304,272,1075
E02005224,Asian,11,2,0,0,0,0,3,0,0,0,3,1,1,1
E02005224,Black,4,2,0,0,0,0,0,0,0,0,1,1,0,0
E02005224,Mixed,17,8,1,0,2,0,0,0,2,0,1,0,2,1
E02005224,Other,14,3,1,0,0,0,4,3,3,0,0,0,0,0
E02005224,White,2374,279,92,43,65,63,74,98,102,114,160,198,188,898
E02005225,Asian,41,12,4,0,3,1,2,0,4,3,2,0,0,10
E02005225,Black,5,1,0,0,0,0,1,2,1,0,0,0,0,0
E02005225,Mixed,32,13,3,0,0,4,2,2,1,1,2,0,3,1
E02005225,Other,9,0,0,0,1,0,1,2,0,0,0,0,5,0
E02005225,White,2800,531,95,43,65,120,133,189,158,172,216,203,191,684
E02005226,Asian,76,20,2,4,9,4,5,5,9,7,6,0,3,2
E02005226,Black,21,3,1,1,1,3,1,4,1,1,0,0,3,2
E02005226,Mixed,62,29,4,0,7,2,3,4,1,2,7,0,1,2
E02005226,Other,25,8,2,2,2,2,1,0,5,0,1,1,1,0
E02005226,White,3481,708,171,84,139,205,218,229,194,200,234,239,233,627
E02005228,Asian,22,2,3,1,3,3,2,1,1,1,1,0,3,1
E02005228,Black,5,1,0,1,0,0,0,0,0,1,1,0,1,0
E02005228,Mixed,33,20,1,3,0,2,1,2,0,1,2,1,0,0
E02005228,Other,11,5,0,0,0,0,0,2,3,0,1,0,0,0
E02005228,White,2708,530,118,56,93,153,171,172,151,176,202,181,194,511
E02005229,Asian,40,7,4,2,2,3,4,3,4,2,3,3,2,1
E02005229,Black,18,2,1,0,0,1,2,0,6,1,1,0,2,2
E02005229,Mixed,24,7,3,3,3,1,2,2,0,1,0,0,1,1
E02005229,Other,33,4,0,2,7,4,2,3,6,0,2,0,0,3
E02005229,White,2809,536,126,74,110,207,201,180,189,188,217,229,153,399
E02005230,Asian,25,2,1,1,6,0,3,1,0,2,2,2,0,5
E02005230,Black,20,8,0,1,0,0,3,3,2,0,0,1,0,2
E02005230,Mixed,26,11,3,2,1,0,2,1,4,0,0,0,0,2
E02005230,Other,26,8,0,0,1,0,3,3,6,0,2,0,1,2
E02005230,White,3000,532,115,72,107,139,140,172,152,156,235,211,211,758
E02005231,Asian,91,19,4,8,6,4,10,7,12,7,2,5,1,6
E02005231,Black,36,7,5,0,2,6,2,6,1,0,2,2,0,3
E02005231,Mixed,51,18,1,6,2,6,1,6,1,4,0,3,2,1
E02005231,Other,46,8,2,0,5,7,5,4,8,2,2,1,2,0
E02005231,White,3816,750,131,149,170,256,244,269,223,252,282,291,242,557
E02005233,Asian,207,37,15,7,8,23,16,13,29,17,22,12,4,4
E02005233,Black,34,9,2,2,3,1,3,1,2,2,4,3,2,0
E02005233,Mixed,142,50,7,5,13,9,10,13,9,7,8,7,1,3
E02005233,Other,48,10,2,0,1,5,5,6,7,6,3,2,0,1
E02005233,White,3741,698,164,121,160,297,279,358,303,248,232,251,177,453
E02005234,Asian,566,59,62,162,95,67,34,26,22,16,10,5,4,4
E02005234,Black,200,60,20,27,22,11,17,21,12,4,2,1,2,1
E02005234,Mixed,180,54,22,27,25,8,8,18,4,1,5,3,3,2
E02005234,Other,125,23,6,15,7,16,16,20,5,4,8,1,3,1
E02005234,White,3741,330,290,768,383,334,221,241,128,182,181,164,154,365
E02005235,Asian,244,33,9,58,28,18,25,15,14,11,12,8,6,7
E02005235,Black,51,12,5,2,4,2,8,11,6,1,0,0,0,0
E02005235,Mixed,57,22,1,6,10,2,4,0,4,2,2,2,0,2
E02005235,Other,62,9,3,3,5,12,10,9,2,4,1,2,0,2
E02005235,White,2088,190,158,436,177,159,151,128,104,109,95,90,84,207
E02005236,Asian,47,9,4,4,4,1,1,4,4,3,6,2,4,1
E02005236,Black,13,3,1,0,1,1,0,0,2,0,2,1,0,2
E02005236,Mixed,50,21,2,3,0,3,3,1,3,3,2,5,1,3
E02005236,Other,30,7,0,0,2,4,2,3,4,4,1,1,2,0
E02005236,White,6369,1242,268,130,176,320,382,374,364,356,486,509,402,1360
E02005237,Asian,313,56,13,15,25,31,26,28,24,16,30,17,12,20
E02005237,Black,50,8,2,5,1,2,9,6,2,3,6,1,2,3
E02005237,Mixed,99,52,6,6,2,6,6,4,5,3,4,3,0,2
E02005237,Other,73,22,4,1,0,2,11,7,12,2,3,3,1,5
E02005237,White,4397,774,200,193,172,278,304,278,249,279,321,301,288,760
E02005238,Asian,104,26,10,7,4,5,9,10,12,9,1,3,0,8
E02005238,Black,26,10,3,1,0,0,1,5,1,2,0,0,3,0
E02005238,Mixed,58,22,4,7,5,4,3,1,0,3,5,2,0,2
E02005238,Other,63,17,3,5,3,6,9,6,10,0,2,1,1,0
E02005238,White,2471,482,113,97,107,115,141,172,146,142,152,158,144,502
E02005239,Asian,431,17,159,86,83,33,8,9,10,9,9,3,1,4
E02005239,Black,84,6,38,17,7,1,2,6,2,0,1,0,2,2
E02005239,Mixed,126,20,53,23,9,2,6,2,3,4,0,1,0,3
E02005239,Other,74,2,23,14,13,5,5,4,4,1,1,2,0,0
E02005239,White,4634,518,1240,358,285,153,163,166,179,182,237,227,208,718
E02005240,Asian,76,21,7,1,2,5,7,6,8,11,2,0,2,4
E02005240,Black,3,0,0,0,1,0,0,2,0,0,0,0,0,0
E02005240,Mixed,40,21,6,1,2,3,0,1,0,0,2,3,1,0
E02005240,Other,14,5,2,0,2,1,1,1,0,0,1,0,0,1
E02005240,White,2609,547,112,48,89,141,172,170,148,159,202,194,135,492
E02005241,Asian,122,43,6,2,9,2,16,16,11,4,4,5,4,0
E02005241,Black,8,0,0,0,0,0,0,3,1,0,1,3,0,0
E02005241,Mixed,41,20,5,1,3,0,1,2,3,0,2,0,3,1
E02005241,Other,4,0,1,0,0,0,0,2,0,1,0,0,0,0
E02005241,White,2625,429,97,51,73,157,160,157,143,183,209,222,165,579
E02005242,Asian,19,4,1,1,0,0,0,3,1,4,0,2,1,2
E02005242,Black,3,0,0,0,0,0,0,0,0,0,0,0,1,2
E02005242,Mixed,21,14,1,0,0,2,0,1,1,0,2,0,0,0
E02005242,Other,2,0,0,0,0,0,0,0,0,2,0,0,0,0
E02005242,White,2993,531,114,60,92,151,182,165,158,200,206,215,222,697
E02005245,Asian,22,10,0,0,0,2,1,1,1,3,0,1,1,2
E02005245,Black,2,0,0,0,0,0,1,0,0,0,1,0,0,0
E02005245,Mixed,32,20,3,0,0,0,1,0,1,2,2,2,1,0
E02005245,Other,7,0,0,0,1,0,1,1,1,0,0,2,1,0
E02005245,White,3328,546,116,54,87,148,157,191,178,235,261,304,259,792
E02005246,Asian,193,43,17,9,13,25,16,9,18,12,11,3,8,9
E02005246,Black,3,0,0,0,0,0,0,1,1,0,0,1,0,0
E02005246,Mixed,39,21,0,1,2,0,4,2,1,2,4,1,1,0
E02005246,Other,7,1,0,1,0,1,1,2,0,0,0,0,1,0
E02005246,White,2449,464,80,45,93,150,170,153,146,169,185,214,147,433
E02005247,Asian,194,58,12,9,8,9,10,19,17,14,12,8,4,14
E02005247,Black,9,1,0,1,0,1,0,0,0,1,1,0,4,0
E02005247,Mixed,49,17,3,0,4,7,3,3,0,2,5,3,0,2
E02005247,Other,18,1,2,1,2,2,2,0,2,0,0,2,0,4
E02005247,White,4529,723,140,65,125,187,208,244,265,307,331,394,319,1221
E02005248,Asian,2218,704,195,72,117,129,160,173,179,136,108,62,68,115
E02005248,Black,17,5,0,0,3,0,0,0,1,2,3,0,3,0
E02005248,Mixed,53,23,5,3,5,4,0,1,1,2,5,3,1,0
E02005248,Other,74,22,1,7,1,5,9,6,7,5,1,4,2,4
E02005248,White,1473,250,61,25,55,101,109,97,80,89,101,101,111,293
E02005249,Asian,2308,783,174,77,105,102,177,217,205,141,108,60,44,115
E02005249,Black,13,2,1,0,1,3,3,0,1,1,0,0,0,1
E02005249,Mixed,123,71,7,0,6,10,8,6,3,5,3,2,0,2
E02005249,Other,111,31,7,2,4,12,14,10,11,12,4,1,1,2
E02005249,White,2771,493,98,65,86,195,215,189,175,177,153,229,207,489
E02005250,Asian,3378,1087,272,93,156,215,260,260,238,227,186,106,90,188
E02005250,Black,24,16,1,0,1,0,0,2,0,1,3,0,0,0
E02005250,Mixed,90,46,10,3,5,8,1,4,1,2,6,2,1,1
E02005250,Other,140,36,14,4,13,7,14,13,10,7,7,10,1,4
E02005250,White,1118,180,29,18,40,76,85,72,84,62,68,83,81,240
E02005251,Asian,1180,390,81,41,51,76,112,103,91,60,56,33,32,54
E02005251,Black,7,0,0,0,0,0,0,0,0,2,3,1,0,1
E02005251,Mixed,84,57,4,3,3,2,3,3,1,0,3,2,0,3
E02005251,Other,16,6,1,0,0,3,3,0,0,0,1,0,2,0
E02005251,White,2269,406,92,45,58,88,139,149,110,123,174,171,126,588
E02005252,Asian,2903,920,211,92,142,213,209,235,220,176,131,75,75,204
E02005252,Black,22,2,2,0,2,2,3,2,3,0,3,0,0,3
E02005252,Mixed,83,40,9,4,2,3,7,6,2,0,2,4,2,2
E02005252,Other,41,12,4,0,1,2,1,4,5,2,5,2,0,3
E02005252,White,2188,281,61,40,57,105,121,110,91,141,174,179,188,640
E02005253,Asian,67,15,3,1,2,5,3,7,4,8,7,5,3,4
E02005253,Black,23,5,0,2,0,0,0,3,5,3,2,0,0,3
E02005253,Mixed,50,25,2,1,2,2,4,3,2,5,3,0,0,1
E02005253,Other,6,1,0,0,1,0,2,0,0,0,1,1,0,0
E02005253,White,3422,635,151,73,96,184,193,184,196,242,271,270,198,729
E02005254,Asian,457,140,27,7,8,20,32,33,60,51,31,16,15,17
E02005254,Black,64,21,6,0,1,1,4,7,9,6,4,3,2,0
E02005254,Mixed,101,59,8,3,3,9,6,5,3,1,0,2,2,0
E02005254,Other,53,22,2,0,2,0,2,6,7,7,0,0,3,2
E02005254,White,4078,790,162,56,94,248,258,259,246,257,294,295,271,848
E02005255,Asian,938,281,61,15,38,48,67,76,98,78,54,35,30,57
E02005255,Black,91,25,3,1,1,6,4,11,6,9,5,10,5,5
E02005255,Mixed,88,43,7,1,6,8,5,7,2,3,1,2,2,1
E02005255,Other,77,31,4,2,3,3,6,7,8,5,6,0,1,1
E02005255,White,3471,576,142,61,104,176,193,170,172,184,260,295,256,882
E02005256,Asian,603,165,24,15,24,40,35,45,58,62,55,29,15,36
E02005256,Black,71,23,2,0,3,4,3,11,5,5,4,1,3,7
E02005256,Mixed,73,42,6,2,3,2,5,4,2,0,2,3,1,1
E02005256,Other,66,25,1,0,1,4,6,7,5,3,1,3,3,7
E02005256,White,2520,377,97,43,85,149,132,119,138,172,249,245,233,481
E02005257,Asian,84,14,4,1,6,7,6,10,6,6,5,6,5,8
E02005257,Black,59,6,6,0,1,3,4,2,7,6,4,5,6,9
E02005257,Mixed,95,54,8,1,6,3,5,7,0,2,6,2,1,0
E02005257,Other,10,1,0,1,0,0,2,0,0,2,1,2,0,1
E02005257,White,2552,486,118,47,77,139,149,169,170,143,158,229,149,518
E02005258,Asian,1465,401,100,55,96,111,86,88,128,113,100,56,48,83
E02005258,Black,62,15,9,0,0,1,8,4,5,6,3,3,4,4
E02005258,Mixed,81,42,6,4,3,5,5,3,0,1,7,2,1,2
E02005258,Other,98,30,9,2,2,3,6,7,15,6,7,1,2,8
E02005258,White,2408,285,67,34,99,130,108,116,103,141,158,235,213,719
E02005259,Asian,967,273,62,20,49,64,83,71,81,64,61,42,31,66
E02005259,Black,97,26,4,0,2,8,4,9,11,5,6,11,5,6
E02005259,Mixed,149,78,17,5,6,7,5,10,6,2,4,4,2,3
E02005259,Other,99,37,4,0,3,8,5,9,13,9,5,3,1,2
E02005259,White,3778,839,176,78,140,220,243,261,224,214,255,236,218,674
E02005260,Asian,257,62,17,5,11,22,19,22,18,23,18,11,11,18
E02005260,Black,29,10,1,0,1,0,4,0,2,0,1,6,2,2
E02005260,Mixed,78,42,5,3,5,4,8,3,1,0,3,2,0,2
E02005260,Other,42,10,6,1,2,3,1,7,2,5,1,2,2,0
E02005260,White,2844,461,120,41,83,164,179,147,133,168,217,261,206,664
E02005261,Asian,441,108,31,12,21,37,43,34,36,32,27,14,17,29
E02005261,Black,133,37,8,2,6,3,7,7,6,17,10,15,4,11
E02005261,Mixed,192,93,22,7,6,9,9,10,5,7,10,6,3,5
E02005261,Other,48,17,2,0,2,2,3,3,7,5,3,2,0,2
E02005261,White,4204,1064,239,85,119,238,265,304,258,267,304,296,216,549
E02005262,Asian,223,47,6,3,16,13,27,23,25,13,16,10,11,13
E02005262,Black,49,12,0,2,2,4,3,4,8,3,2,4,3,2
E02005262,Mixed,90,46,7,2,2,9,11,4,0,1,1,5,2,0
E02005262,Other,58,13,3,0,1,10,4,3,13,6,3,1,0,1
E02005262,White,3272,624,126,44,121,243,253,204,190,237,244,287,231,468
E02005263,Asian,1774,437,131,65,169,189,109,133,109,114,99,66,42,111
E02005263,Black,169,44,18,10,18,19,13,18,11,6,4,4,3,1
E02005263,Mixed,94,45,6,8,9,7,4,3,3,1,6,1,1,0
E02005263,Other,124,25,16,5,10,15,14,17,10,4,3,4,1,0
E02005263,White,1639,224,64,92,130,148,154,116,112,117,112,104,80,186
E02005264,Asian,1109,200,78,69,193,168,95,69,54,50,44,17,26,46
E02005264,Black,259,48,23,35,47,12,23,16,13,13,10,7,4,8
E02005264,Mixed,230,91,15,19,23,21,10,19,7,10,4,5,2,4
E02005264,Other,156,30,11,18,21,25,13,12,9,5,5,5,2,0
E02005264,White,4478,625,325,340,413,455,332,278,254,262,254,276,193,471
E02005265,Asian,217,46,18,1,14,27,21,17,17,11,9,14,8,14
E02005265,Black,86,18,3,0,3,7,6,16,9,5,9,4,2,4
E02005265,Mixed,176,100,5,2,8,14,11,10,7,5,7,5,1,1
E02005265,Other,59,15,2,1,2,2,10,10,7,2,1,2,4,1
E02005265,White,4766,898,206,86,188,320,383,327,294,283,352,366,286,777
E02005266,Asian,1529,479,108,42,81,90,113,135,129,119,71,52,33,77
E02005266,Black,109,12,5,9,9,13,16,7,4,4,6,11,3,10
E02005266,Mixed,182,96,7,4,6,19,10,13,14,8,2,0,3,0
E02005266,Other,155,38,5,4,7,18,15,20,17,11,8,3,3,6
E02005266,White,2736,514,104,80,149,312,255,257,190,185,160,135,119,276
E02005267,Asian,1580,347,129,110,133,163,102,106,113,104,65,51,57,100
E02005267,Black,115,12,19,12,10,20,9,7,3,2,5,5,4,7
E02005267,Mixed,97,29,19,12,7,6,2,7,2,4,1,2,2,4
E02005267,Other,156,31,24,19,16,20,12,15,6,5,6,0,0,2
E02005267,White,1280,140,202,143,128,104,89,56,59,65,60,74,52,108
E02005268,Asian,2075,581,146,55,125,141,153,150,144,147,120,78,85,150
E02005268,Black,130,28,7,0,6,6,10,8,4,11,14,12,5,19
E02005268,Mixed,176,90,14,6,12,17,9,4,4,7,6,3,2,2
E02005268,Other,166,60,13,2,6,14,9,15,12,7,6,10,4,8
E02005268,White,2157,432,103,30,81,153,171,149,155,153,129,149,131,321
E02005269,Asian,1429,217,92,88,194,174,112,96,86,69,74,55,51,121
E02005269,Black,275,31,8,21,41,33,39,29,23,10,10,15,4,11
E02005269,Mixed,193,66,16,11,23,24,12,11,6,7,4,7,1,5
E02005269,Other,269,27,35,31,43,50,20,12,13,9,14,9,1,5
E02005269,White,3305,330,154,198,304,416,332,251,181,198,212,211,187,331
E02005270,Asian,27,8,12,0,0,0,0,0,0,1,4,0,1,1
E02005270,Black,25,4,14,0,0,0,0,0,2,0,1,1,1,2
E02005270,Mixed,39,19,3,0,1,2,1,1,2,2,4,1,1,2
E02005270,Other,7,0,0,0,0,1,2,0,2,1,0,0,0,1
E02005270,White,3605,554,198,53,101,121,138,137,139,200,310,351,350,953
E02005271,Asian,106,32,14,0,4,0,7,14,2,7,4,3,8,11
E02005271,Black,8,2,1,0,0,0,0,1,0,0,0,2,2,0
E02005271,Mixed,47,19,4,2,6,4,2,4,1,1,4,0,0,0
E02005271,Other,11,7,1,0,0,0,1,0,1,0,0,0,1,0
E02005271,White,3822,679,139,63,116,224,232,240,212,229,297,298,259,834
E02005272,Asian,97,22,4,1,4,8,5,10,14,10,2,5,5,7
E02005272,Black,11,1,1,0,0,1,3,0,2,1,0,1,1,0
E02005272,Mixed,67,31,8,1,3,4,4,2,4,3,3,2,2,0
E02005272,Other,25,9,2,1,2,1,2,3,3,0,0,0,1,1
E02005272,White,4274,835,159,70,131,231,286,303,253,278,332,307,272,817
E02005273,Asian,16,4,0,0,1,1,1,0,3,2,0,1,2,1
E02005273,Black,7,1,0,1,0,1,1,1,0,0,1,1,0,0
E02005273,Mixed,27,14,2,0,3,0,4,0,2,1,0,0,1,0
E02005273,Other,6,0,0,0,0,0,2,1,1,0,0,0,0,2
E02005273,White,2848,442,104,49,84,140,134,155,131,167,237,260,244,701
E02005274,Asian,48,15,4,1,0,0,2,3,7,5,4,0,0,7
E02005274,Black,2,0,0,0,0,0,0,0,1,0,0,0,0,1
E02005274,Mixed,41,15,3,1,1,4,6,3,2,1,0,1,4,0
E02005274,Other,11,2,0,0,0,0,1,0,1,1,1,5,0,0
E02005274,White,3739,633,151,75,102,169,187,181,202,249,303,332,292,863
E02005275,Asian,9,1,0,0,1,1,0,0,1,1,1,1,0,2
E02005275,Black,5,0,0,0,0,0,2,0,1,1,0,0,0,1
E02005275,Mixed,35,27,0,0,0,4,0,1,0,0,2,0,1,0
E02005275,Other,10,1,0,1,0,3,0,1,0,2,1,1,0,0
E02005275,White,2702,446,99,59,92,160,159,135,130,175,209,209,189,640
E02005276,Asian,93,17,9,3,2,5,7,8,9,7,9,3,6,8
E02005276,Black,5,1,0,0,0,1,0,0,0,2,1,0,0,0
E02005276,Mixed,71,31,8,1,1,3,5,6,1,3,3,1,6,2
