area,msoa,lad_code,region_code,region
E00024744,E02000987,E08000001,E12000002,North West
E00024745,E02000990,E08000001,E12000002,North West
E00024746,E02000987,E08000001,E12000002,North West
E00024747,E02000990,E08000001,E12000002,North West
E00024748,E02000987,E08000001,E12000002,North West
E00024749,E02000990,E08000001,E12000002,North West
E00024750,E02000990,E08000001,E12000002,North West
E00024751,E02000990,E08000001,E12000002,North West
E00024752,E02000990,E08000001,E12000002,North West
E00024753,E02000990,E08000001,E12000002,North West
E00024754,E02000990,E08000001,E12000002,North West
E00024755,E02000990,E08000001,E12000002,North West
E00024756,E02001011,E08000001,E12000002,North West
E00024757,E02001013,E08000001,E12000002,North West
E00024758,E02001011,E08000001,E12000002,North West
E00024759,E02001013,E08000001,E12000002,North West
E00024760,E02001013,E08000001,E12000002,North West
E00024761,E02001003,E08000001,E12000002,North West
E00024762,E02001013,E08000001,E12000002,North West
E00024763,E02001013,E08000001,E12000002,North West
E00024764,E02001013,E08000001,E12000002,North West
E00024765,E02001013,E08000001,E12000002,North West
